方向,起始时间,结束时间,持续K数,涨跌幅%,同向连续K,净向10K,F10通过,确认可入场,确认时间,确认入场价,确认后空间%,确认后MAE%,峰值在确认前
做空,2025-01-01 00:00:00+00:00,2025-01-01 12:00:00+00:00,4,-0.841612517501209,2.0,False,False,False,,,,,
做多,2025-01-01 12:00:00+00:00,2025-01-01 16:00:00+00:00,2,-1.0624693583393434,10.0,True,True,False,,,,,
做多,2025-01-01 16:00:00+00:00,2025-01-03 08:00:00+00:00,11,1.7263658606994903,10.0,True,True,False,,,,,
做多,2025-01-03 08:00:00+00:00,2025-01-05 12:00:00+00:00,14,0.9485997600855431,10.0,True,True,True,2025-01-05 00:00:00+00:00,98160.1,0.34250168856795893,0.9505899036370233,True
做多,2025-01-05 12:00:00+00:00,2025-01-07 08:00:00+00:00,12,3.5518677038628987,10.0,True,True,True,2025-01-07 04:00:00+00:00,101649.3,0.3185462172390788,1.1942039935346418,True
做多,2025-01-07 08:00:00+00:00,2025-01-07 12:00:00+00:00,2,-1.0765520450778021,0.0,False,False,False,,,,,
做空,2025-01-07 12:00:00+00:00,2025-01-10 04:00:00+00:00,17,5.006765179065214,10.0,True,True,True,2025-01-09 04:00:00+00:00,93176.4,2.27589818881175,1.9305317655543712,False
做多,2025-01-10 04:00:00+00:00,2025-01-10 12:00:00+00:00,3,-1.3156025038462793,2.0,True,False,False,,,,,
做空,2025-01-10 12:00:00+00:00,2025-01-10 16:00:00+00:00,2,-1.7356657275817267,2.0,False,False,False,,,,,
做多,2025-01-10 16:00:00+00:00,2025-01-11 00:00:00+00:00,3,-1.6720394793640692,2.0,True,False,False,,,,,
做空,2025-01-11 00:00:00+00:00,2025-01-11 04:00:00+00:00,2,-1.390673264274828,2.0,False,False,False,,,,,
做空,2025-01-11 04:00:00+00:00,2025-01-11 08:00:00+00:00,2,-1.6224936079823813,2.0,False,False,False,,,,,
做多,2025-01-11 08:00:00+00:00,2025-01-11 12:00:00+00:00,2,-1.5180517653820695,3.0,True,False,False,,,,,
做多,2025-01-11 12:00:00+00:00,2025-01-11 16:00:00+00:00,2,-1.3939875612783816,3.0,False,False,False,,,,,
做空,2025-01-11 16:00:00+00:00,2025-01-11 20:00:00+00:00,2,-1.4818814303461112,3.0,True,False,False,,,,,
做多,2025-01-11 20:00:00+00:00,2025-01-12 00:00:00+00:00,2,-1.3962607489381835,3.0,False,False,False,,,,,
做多,2025-01-12 00:00:00+00:00,2025-01-12 04:00:00+00:00,2,-1.3526900542607485,3.0,False,False,False,,,,,
做空,2025-01-12 04:00:00+00:00,2025-01-12 08:00:00+00:00,2,-0.7383228307767545,5.0,True,False,False,,,,,
做空,2025-01-12 08:00:00+00:00,2025-01-12 12:00:00+00:00,2,-1.3250703398180594,5.0,True,False,False,,,,,
做多,2025-01-12 12:00:00+00:00,2025-01-12 20:00:00+00:00,3,-1.2717077124250213,3.0,False,False,False,,,,,
做多,2025-01-12 20:00:00+00:00,2025-01-13 00:00:00+00:00,2,-0.042053532049456825,5.0,False,False,False,,,,,
做空,2025-01-13 00:00:00+00:00,2025-01-13 04:00:00+00:00,2,-0.6609460482946075,4.0,True,False,False,,,,,
做空,2025-01-13 04:00:00+00:00,2025-01-13 20:00:00+00:00,5,3.3173287864048504,3.0,True,False,False,,,,,
做多,2025-01-13 20:00:00+00:00,2025-01-16 08:00:00+00:00,16,4.812593186383517,10.0,True,True,True,2025-01-15 12:00:00+00:00,98943.4,1.9269602621296682,0.39749998483980575,False
做多,2025-01-16 08:00:00+00:00,2025-01-16 12:00:00+00:00,2,-1.4406965853258937,10.0,True,True,False,,,,,
做多,2025-01-16 12:00:00+00:00,2025-01-19 20:00:00+00:00,21,5.422419739837816,10.0,True,True,True,2025-01-18 04:00:00+00:00,102781.0,3.569725922106226,3.09492999678929,False
做空,2025-01-19 20:00:00+00:00,2025-01-20 04:00:00+00:00,3,-1.7479436648738733,4.0,False,False,False,,,,,
做多,2025-01-20 04:00:00+00:00,2025-01-20 16:00:00+00:00,4,-1.951177908306197,4.0,True,False,False,,,,,
做空,2025-01-20 16:00:00+00:00,2025-01-20 20:00:00+00:00,2,-2.5853999325996466,3.0,False,False,False,,,,,
做空,2025-01-20 20:00:00+00:00,2025-01-21 08:00:00+00:00,4,-0.9177403003040336,2.0,False,False,False,,,,,
做多,2025-01-21 08:00:00+00:00,2025-01-21 12:00:00+00:00,2,-1.103780220315292,8.0,True,False,False,,,,,
做多,2025-01-21 12:00:00+00:00,2025-01-22 12:00:00+00:00,7,-0.520412681867112,7.0,True,False,False,,,,,
做多,2025-01-22 12:00:00+00:00,2025-01-22 16:00:00+00:00,2,-2.1061465815780096,5.0,False,False,False,,,,,
做多,2025-01-22 16:00:00+00:00,2025-01-22 20:00:00+00:00,2,-2.010456541987921,6.0,False,False,False,,,,,
做空,2025-01-22 20:00:00+00:00,2025-01-23 12:00:00+00:00,5,0.1597857831248468,3.0,True,False,False,,,,,
做多,2025-01-23 12:00:00+00:00,2025-01-23 20:00:00+00:00,3,-1.2749521934487487,10.0,True,True,False,,,,,
做多,2025-01-23 20:00:00+00:00,2025-01-24 00:00:00+00:00,2,-2.18900704699413,10.0,True,True,False,,,,,
做多,2025-01-24 00:00:00+00:00,2025-01-26 20:00:00+00:00,18,0.41657695289644675,10.0,True,True,True,2025-01-25 16:00:00+00:00,105005.6,0.467879808314974,2.4334892615251023,True
做空,2025-01-26 20:00:00+00:00,2025-01-27 12:00:00+00:00,5,3.177135149572141,3.0,True,False,False,,,,,
做多,2025-01-27 12:00:00+00:00,2025-01-27 16:00:00+00:00,2,-1.7227350611527033,9.0,True,False,False,,,,,
做空,2025-01-27 16:00:00+00:00,2025-01-27 20:00:00+00:00,2,-1.8787737629440457,0.0,False,False,False,,,,,
做多,2025-01-27 20:00:00+00:00,2025-01-28 20:00:00+00:00,7,-0.4806199213559119,10.0,True,True,False,,,,,
做多,2025-01-28 20:00:00+00:00,2025-01-29 16:00:00+00:00,6,-0.26203862766038516,10.0,True,True,False,,,,,
做多,2025-01-29 16:00:00+00:00,2025-01-31 16:00:00+00:00,13,0.7277602913752007,10.0,True,True,True,2025-01-31 08:00:00+00:00,104691.9,1.2494758429257715,2.475740721106403,True
做空,2025-01-31 16:00:00+00:00,2025-02-03 12:00:00+00:00,18,9.30834429462902,10.0,True,True,True,2025-02-02 08:00:00+00:00,98811.6,7.773682442142422,0.6980961749430111,False
做多,2025-02-03 12:00:00+00:00,2025-02-04 20:00:00+00:00,9,0.9514252984198159,10.0,True,True,False,,,,,
做多,2025-02-04 20:00:00+00:00,2025-02-05 00:00:00+00:00,2,-2.0595716460985867,4.0,True,False,False,,,,,
做多,2025-02-05 00:00:00+00:00,2025-02-05 04:00:00+00:00,2,-2.0576014015729576,3.0,True,False,False,,,,,
做多,2025-02-05 04:00:00+00:00,2025-02-05 08:00:00+00:00,2,-2.01660434571287,2.0,False,False,False,,,,,
做多,2025-02-05 08:00:00+00:00,2025-02-05 16:00:00+00:00,3,-1.0228448024702523,2.0,False,False,False,,,,,
做空,2025-02-05 16:00:00+00:00,2025-02-05 20:00:00+00:00,2,-1.6936834446862534,3.0,True,False,False,,,,,
做空,2025-02-05 20:00:00+00:00,2025-02-06 04:00:00+00:00,3,-2.0359362155563003,3.0,True,False,False,,,,,
做多,2025-02-06 04:00:00+00:00,2025-02-06 12:00:00+00:00,3,-1.1358983031687946,2.0,False,False,False,,,,,
做空,2025-02-06 12:00:00+00:00,2025-02-06 16:00:00+00:00,2,-0.6033194923250945,4.0,True,False,False,,,,,
做空,2025-02-06 16:00:00+00:00,2025-02-07 00:00:00+00:00,3,-1.951064338261861,5.0,True,False,False,,,,,
做多,2025-02-07 00:00:00+00:00,2025-02-07 04:00:00+00:00,2,-1.763762520453567,2.0,False,False,False,,,,,
做空,2025-02-07 04:00:00+00:00,2025-02-07 08:00:00+00:00,2,-1.8585003591523332,8.0,True,False,False,,,,,
做多,2025-02-07 08:00:00+00:00,2025-02-07 12:00:00+00:00,2,0.6625957047830061,1.0,False,False,False,,,,,
做多,2025-02-07 12:00:00+00:00,2025-02-07 16:00:00+00:00,2,-1.7591757052916792,1.0,False,False,False,,,,,
做空,2025-02-07 16:00:00+00:00,2025-02-09 00:00:00+00:00,9,-0.5545523309365441,7.0,True,False,False,,,,,
做多,2025-02-09 00:00:00+00:00,2025-02-09 04:00:00+00:00,2,-1.459458872318993,2.0,False,False,False,,,,,
做空,2025-02-09 04:00:00+00:00,2025-02-09 08:00:00+00:00,2,-1.2317368192977614,5.0,True,False,False,,,,,
做空,2025-02-09 08:00:00+00:00,2025-02-10 04:00:00+00:00,6,0.49004483302727303,4.0,False,False,False,,,,,
做多,2025-02-10 04:00:00+00:00,2025-02-10 12:00:00+00:00,3,-0.6916778882756368,5.0,True,False,False,,,,,
做空,2025-02-10 12:00:00+00:00,2025-02-10 16:00:00+00:00,2,-1.4144102440857391,5.0,True,False,False,,,,,
做多,2025-02-10 16:00:00+00:00,2025-02-10 20:00:00+00:00,2,-1.3360270734237585,4.0,False,False,False,,,,,
做多,2025-02-10 20:00:00+00:00,2025-02-11 12:00:00+00:00,5,-0.25042190417203053,3.0,False,False,False,,,,,
做空,2025-02-11 12:00:00+00:00,2025-02-12 16:00:00+00:00,8,1.3744988632066413,6.0,True,False,False,,,,,
做多,2025-02-12 16:00:00+00:00,2025-02-12 20:00:00+00:00,2,-0.9770373499959579,2.0,False,False,False,,,,,
做多,2025-02-12 20:00:00+00:00,2025-02-13 04:00:00+00:00,3,-1.3623404571752322,1.0,False,False,False,,,,,
做空,2025-02-13 04:00:00+00:00,2025-02-14 00:00:00+00:00,6,-0.8499483861739487,4.0,False,False,False,,,,,
做多,2025-02-14 00:00:00+00:00,2025-02-14 04:00:00+00:00,2,-1.2480289305343557,7.0,True,False,False,,,,,
做空,2025-02-14 04:00:00+00:00,2025-02-14 08:00:00+00:00,2,-1.311244350531464,2.0,False,False,False,,,,,
做空,2025-02-14 08:00:00+00:00,2025-02-14 12:00:00+00:00,2,-0.7214170637187225,1.0,False,False,False,,,,,
做空,2025-02-14 12:00:00+00:00,2025-02-14 16:00:00+00:00,2,-1.2770345646948642,0.0,False,False,False,,,,,
做多,2025-02-14 16:00:00+00:00,2025-02-14 20:00:00+00:00,2,-1.2692854630655237,10.0,True,True,False,,,,,
做多,2025-02-14 20:00:00+00:00,2025-02-16 04:00:00+00:00,9,-1.2924640343488976,9.0,True,False,False,,,,,
做多,2025-02-16 04:00:00+00:00,2025-02-16 08:00:00+00:00,2,-1.0198482376954479,1.0,False,False,False,,,,,
做多,2025-02-16 08:00:00+00:00,2025-02-16 12:00:00+00:00,2,-0.9894708415470431,1.0,False,False,False,,,,,
做空,2025-02-16 12:00:00+00:00,2025-02-16 20:00:00+00:00,3,-0.3450227449186343,8.0,True,False,False,,,,,
做空,2025-02-16 20:00:00+00:00,2025-02-17 12:00:00+00:00,5,-0.4659458916698513,6.0,True,False,False,,,,,
做空,2025-02-17 12:00:00+00:00,2025-02-17 20:00:00+00:00,3,-0.6226695863876348,5.0,True,False,False,,,,,
做空,2025-02-17 20:00:00+00:00,2025-02-18 00:00:00+00:00,2,-0.9748553741066553,5.0,True,False,False,,,,,
做多,2025-02-18 00:00:00+00:00,2025-02-18 04:00:00+00:00,2,-0.9410947162215615,5.0,False,False,False,,,,,
做空,2025-02-18 04:00:00+00:00,2025-02-18 12:00:00+00:00,3,-0.7664597556998131,4.0,True,False,False,,,,,
做空,2025-02-18 12:00:00+00:00,2025-02-18 20:00:00+00:00,3,0.8915652821614497,2.0,True,False,False,,,,,
做空,2025-02-18 20:00:00+00:00,2025-02-19 00:00:00+00:00,2,-1.151257280304201,0.0,False,False,False,,,,,
做多,2025-02-19 00:00:00+00:00,2025-02-19 04:00:00+00:00,2,-1.0914175618345925,10.0,True,True,False,,,,,
做多,2025-02-19 04:00:00+00:00,2025-02-19 08:00:00+00:00,2,-0.43164202134031404,10.0,True,True,False,,,,,
做多,2025-02-19 08:00:00+00:00,2025-02-19 12:00:00+00:00,2,-0.8258449126210994,10.0,True,True,False,,,,,
做多,2025-02-19 12:00:00+00:00,2025-02-19 16:00:00+00:00,2,-1.0687282178728026,10.0,True,True,False,,,,,
做多,2025-02-19 16:00:00+00:00,2025-02-21 12:00:00+00:00,12,1.9879745673221725,10.0,True,True,True,2025-02-21 08:00:00+00:00,98579.7,0.8640724205896375,1.4573994443074965,False
做多,2025-02-21 12:00:00+00:00,2025-02-21 16:00:00+00:00,2,-1.018448870920934,0.0,False,False,False,,,,,
做空,2025-02-21 16:00:00+00:00,2025-02-28 12:00:00+00:00,42,16.85547390423526,10.0,True,True,True,2025-02-23 08:00:00+00:00,96064.3,18.595982066178596,0.42232129937968327,False
做空,2025-02-28 12:00:00+00:00,2025-02-28 16:00:00+00:00,2,-2.7374695991984943,1.0,False,False,False,,,,,
做多,2025-02-28 16:00:00+00:00,2025-02-28 20:00:00+00:00,2,-2.433709164461656,9.0,True,False,False,,,,,
做空,2025-02-28 20:00:00+00:00,2025-03-01 00:00:00+00:00,2,-2.54749719658423,0.0,False,False,False,,,,,
做多,2025-03-01 00:00:00+00:00,2025-03-01 08:00:00+00:00,3,-1.3526916795491402,10.0,True,True,False,,,,,
做多,2025-03-01 08:00:00+00:00,2025-03-01 12:00:00+00:00,2,-2.2929213218777424,10.0,True,True,False,,,,,
做多,2025-03-01 12:00:00+00:00,2025-03-02 12:00:00+00:00,7,2.0718061275192596,10.0,True,True,False,,,,,
做多,2025-03-02 12:00:00+00:00,2025-03-03 08:00:00+00:00,6,5.011154690610295,5.0,True,False,False,,,,,
做多,2025-03-03 08:00:00+00:00,2025-03-03 12:00:00+00:00,2,-1.3332907544081225,1.0,False,False,False,,,,,
做空,2025-03-03 12:00:00+00:00,2025-03-04 16:00:00+00:00,8,6.591693079475812,6.0,True,False,False,,,,,
做多,2025-03-04 16:00:00+00:00,2025-03-04 20:00:00+00:00,2,-2.3681081995746904,7.0,True,False,False,,,,,
做空,2025-03-04 20:00:00+00:00,2025-03-05 00:00:00+00:00,2,-2.827017242280305,2.0,False,False,False,,,,,
做空,2025-03-05 00:00:00+00:00,2025-03-05 04:00:00+00:00,2,-3.0265913155136612,1.0,False,False,False,,,,,
做空,2025-03-05 04:00:00+00:00,2025-03-05 08:00:00+00:00,2,-2.9191385590159284,1.0,False,False,False,,,,,
做多,2025-03-05 08:00:00+00:00,2025-03-05 16:00:00+00:00,3,-2.3816745240328214,7.0,True,False,False,,,,,
做多,2025-03-05 16:00:00+00:00,2025-03-06 12:00:00+00:00,6,-0.21281754131826872,5.0,True,False,False,,,,,
做多,2025-03-06 12:00:00+00:00,2025-03-06 16:00:00+00:00,2,-2.4984692553820054,1.0,False,False,False,,,,,
做空,2025-03-06 16:00:00+00:00,2025-03-06 20:00:00+00:00,2,-2.795279128077727,9.0,True,False,False,,,,,
做多,2025-03-06 20:00:00+00:00,2025-03-07 00:00:00+00:00,2,-2.0123683803383576,0.0,False,False,False,,,,,
做空,2025-03-07 00:00:00+00:00,2025-03-07 08:00:00+00:00,3,-3.1676470217091053,10.0,True,True,False,,,,,
做空,2025-03-07 08:00:00+00:00,2025-03-07 12:00:00+00:00,2,-2.9439214070958335,10.0,True,True,False,,,,,
做空,2025-03-07 12:00:00+00:00,2025-03-10 08:00:00+00:00,18,6.4380539843593345,10.0,True,True,True,2025-03-09 04:00:00+00:00,85968.9,7.020562086987272,0.14412188593783187,False
做多,2025-03-10 08:00:00+00:00,2025-03-10 12:00:00+00:00,2,-2.3780336352201963,3.0,False,False,False,,,,,
做空,2025-03-10 12:00:00+00:00,2025-03-11 08:00:00+00:00,6,0.5312582675828944,4.0,True,False,False,,,,,
做多,2025-03-11 08:00:00+00:00,2025-03-11 12:00:00+00:00,2,-2.3462502633968474,9.0,True,False,False,,,,,
做空,2025-03-11 12:00:00+00:00,2025-03-11 16:00:00+00:00,2,-2.8734957143463644,0.0,False,False,False,,,,,
做多,2025-03-11 16:00:00+00:00,2025-03-12 04:00:00+00:00,4,-2.452288006814013,10.0,True,True,False,,,,,
做多,2025-03-12 04:00:00+00:00,2025-03-12 12:00:00+00:00,3,-0.1364314611623015,7.0,True,False,False,,,,,
做多,2025-03-12 12:00:00+00:00,2025-03-12 16:00:00+00:00,2,-2.474347596992227,5.0,True,False,False,,,,,
做多,2025-03-12 16:00:00+00:00,2025-03-13 12:00:00+00:00,6,-1.0960098905370177,4.0,True,False,False,,,,,
做空,2025-03-13 12:00:00+00:00,2025-03-14 00:00:00+00:00,4,-1.2239561292281087,3.0,False,False,False,,,,,
做空,2025-03-14 00:00:00+00:00,2025-03-14 04:00:00+00:00,2,-2.3968428576933225,0.0,False,False,False,,,,,
做多,2025-03-14 04:00:00+00:00,2025-03-16 08:00:00+00:00,14,1.2039123224975072,10.0,True,True,True,2025-03-15 20:00:00+00:00,84302.9,0.09406556595325062,2.33621856424868,True
做空,2025-03-16 08:00:00+00:00,2025-03-16 12:00:00+00:00,2,-1.6948435025314246,2.0,False,False,False,,,,,
做多,2025-03-16 12:00:00+00:00,2025-03-16 16:00:00+00:00,2,0.38140843837795013,6.0,True,False,False,,,,,
做空,2025-03-16 16:00:00+00:00,2025-03-16 20:00:00+00:00,2,-1.0459016069936555,3.0,False,False,False,,,,,
做空,2025-03-16 20:00:00+00:00,2025-03-17 00:00:00+00:00,2,-1.7717059064543887,4.0,True,False,False,,,,,
做多,2025-03-17 00:00:00+00:00,2025-03-17 04:00:00+00:00,2,-1.4913698943620004,5.0,False,False,False,,,,,
做多,2025-03-17 04:00:00+00:00,2025-03-17 12:00:00+00:00,3,-1.464148840316163,4.0,False,False,False,,,,,
做多,2025-03-17 12:00:00+00:00,2025-03-17 16:00:00+00:00,2,-0.7607492409991976,2.0,False,False,False,,,,,
做多,2025-03-17 16:00:00+00:00,2025-03-18 00:00:00+00:00,3,-1.6156598788514422,2.0,False,False,False,,,,,
做空,2025-03-18 00:00:00+00:00,2025-03-18 04:00:00+00:00,2,-0.7839160514763528,6.0,False,False,False,,,,,
做空,2025-03-18 04:00:00+00:00,2025-03-18 08:00:00+00:00,2,-1.6441194736394364,5.0,False,False,False,,,,,
做空,2025-03-18 08:00:00+00:00,2025-03-19 00:00:00+00:00,5,0.04016961584293874,4.0,False,False,False,,,,,
做空,2025-03-19 00:00:00+00:00,2025-03-19 04:00:00+00:00,2,-1.5712699333201754,1.0,False,False,False,,,,,
做多,2025-03-19 04:00:00+00:00,2025-03-20 12:00:00+00:00,9,3.4630579132325665,8.0,True,False,False,,,,,
做多,2025-03-20 12:00:00+00:00,2025-03-20 16:00:00+00:00,2,-1.547057656331478,2.0,False,False,False,,,,,
做空,2025-03-20 16:00:00+00:00,2025-03-21 00:00:00+00:00,3,-1.644460290636058,7.0,True,False,False,,,,,
做空,2025-03-21 00:00:00+00:00,2025-03-21 04:00:00+00:00,2,-0.9635749471733102,5.0,True,False,False,,,,,
做空,2025-03-21 04:00:00+00:00,2025-03-21 16:00:00+00:00,4,-0.9123457066917365,4.0,True,False,False,,,,,
做空,2025-03-21 16:00:00+00:00,2025-03-21 20:00:00+00:00,2,-1.5078200178487207,3.0,False,False,False,,,,,
做空,2025-03-21 20:00:00+00:00,2025-03-22 00:00:00+00:00,2,-1.4710563347812622,3.0,False,False,False,,,,,
做多,2025-03-22 00:00:00+00:00,2025-03-22 04:00:00+00:00,2,-1.2498865960696355,5.0,True,False,False,,,,,
做多,2025-03-22 04:00:00+00:00,2025-03-22 08:00:00+00:00,2,-1.1769578849731306,6.0,True,False,False,,,,,
做多,2025-03-22 08:00:00+00:00,2025-03-22 12:00:00+00:00,2,-1.275596233798243,7.0,True,False,False,,,,,
做空,2025-03-22 12:00:00+00:00,2025-03-22 16:00:00+00:00,2,-1.2712429950235014,2.0,False,False,False,,,,,
做空,2025-03-22 16:00:00+00:00,2025-03-22 20:00:00+00:00,2,-0.7021747564896466,1.0,False,False,False,,,,,
做空,2025-03-22 20:00:00+00:00,2025-03-23 00:00:00+00:00,2,-1.2020269021133319,0.0,False,False,False,,,,,
做多,2025-03-23 00:00:00+00:00,2025-03-23 04:00:00+00:00,2,-1.0871041992233346,10.0,True,True,False,,,,,
做多,2025-03-23 04:00:00+00:00,2025-03-24 20:00:00+00:00,11,4.151769063887147,10.0,True,True,False,,,,,
做多,2025-03-24 20:00:00+00:00,2025-03-25 00:00:00+00:00,2,-1.0996716765819992,4.0,False,False,False,,,,,
做空,2025-03-25 00:00:00+00:00,2025-03-25 08:00:00+00:00,3,-1.1538461685444916,2.0,False,False,False,,,,,
做多,2025-03-25 08:00:00+00:00,2025-03-25 12:00:00+00:00,2,-0.24210050990996276,3.0,True,False,False,,,,,
做多,2025-03-25 12:00:00+00:00,2025-03-25 20:00:00+00:00,3,-0.815705913577075,2.0,True,False,False,,,,,
做多,2025-03-25 20:00:00+00:00,2025-03-26 00:00:00+00:00,2,-1.1343585737452053,2.0,False,False,False,,,,,
做空,2025-03-26 00:00:00+00:00,2025-03-26 04:00:00+00:00,2,-1.1735040208543845,3.0,True,False,False,,,,,
做多,2025-03-26 04:00:00+00:00,2025-03-26 12:00:00+00:00,3,-1.1444748038287713,2.0,False,False,False,,,,,
做空,2025-03-26 12:00:00+00:00,2025-03-26 20:00:00+00:00,3,-0.529236396524978,6.0,True,False,False,,,,,
做空,2025-03-26 20:00:00+00:00,2025-03-27 00:00:00+00:00,2,-1.200145994645732,8.0,True,False,False,,,,,
做多,2025-03-27 00:00:00+00:00,2025-03-27 04:00:00+00:00,2,-1.152439617114013,1.0,False,False,False,,,,,
做多,2025-03-27 04:00:00+00:00,2025-03-27 08:00:00+00:00,2,-1.1210713118623397,0.0,False,False,False,,,,,
做空,2025-03-27 08:00:00+00:00,2025-03-27 12:00:00+00:00,2,0.03712610687804536,10.0,True,True,False,,,,,
做空,2025-03-27 12:00:00+00:00,2025-03-27 16:00:00+00:00,2,-1.2114498671648255,10.0,True,True,False,,,,,
做空,2025-03-27 16:00:00+00:00,2025-03-27 20:00:00+00:00,2,-1.1744921301651052,10.0,True,True,False,,,,,
做空,2025-03-27 20:00:00+00:00,2025-03-28 00:00:00+00:00,2,-0.9304993698334559,10.0,True,True,False,,,,,
做空,2025-03-28 00:00:00+00:00,2025-03-30 00:00:00+00:00,13,4.792748977182472,10.0,True,True,True,2025-03-29 16:00:00+00:00,82722.9,0.6151863631473198,0.8862116777820965,True
做空,2025-03-30 00:00:00+00:00,2025-03-30 08:00:00+00:00,3,-1.2261149949989558,8.0,True,False,False,,,,,
做空,2025-03-30 08:00:00+00:00,2025-03-31 12:00:00+00:00,8,0.9154329193195393,6.0,True,False,False,,,,,
做多,2025-03-31 12:00:00+00:00,2025-03-31 16:00:00+00:00,2,-1.2111537572212965,8.0,True,False,False,,,,,
做空,2025-03-31 16:00:00+00:00,2025-04-01 00:00:00+00:00,3,-1.1233961810581912,1.0,False,False,False,,,,,
做多,2025-04-01 00:00:00+00:00,2025-04-01 04:00:00+00:00,2,-0.7864928049788132,10.0,True,True,False,,,,,
做多,2025-04-01 04:00:00+00:00,2025-04-01 12:00:00+00:00,3,1.0764949577106613,9.0,True,False,False,,,,,
做多,2025-04-01 12:00:00+00:00,2025-04-02 20:00:00+00:00,9,2.2214939796643183,7.0,True,False,False,,,,,
做空,2025-04-02 20:00:00+00:00,2025-04-04 08:00:00+00:00,10,-0.33348120992747743,10.0,True,True,False,,,,,
做空,2025-04-04 08:00:00+00:00,2025-04-04 16:00:00+00:00,3,-1.7842725237436352,10.0,True,True,False,,,,,
做空,2025-04-04 16:00:00+00:00,2025-04-04 20:00:00+00:00,2,-1.8158977191501624,10.0,True,True,False,,,,,
做空,2025-04-04 20:00:00+00:00,2025-04-07 12:00:00+00:00,17,9.198586256405367,10.0,True,True,True,2025-04-06 12:00:00+00:00,82497.4,9.746246548376064,0.033334383871491714,False
做空,2025-04-07 12:00:00+00:00,2025-04-07 16:00:00+00:00,2,-2.3547583389479425,5.0,True,False,False,,,,,
做空,2025-04-07 16:00:00+00:00,2025-04-07 20:00:00+00:00,2,-2.331092861526276,6.0,True,False,False,,,,,
做多,2025-04-07 20:00:00+00:00,2025-04-08 12:00:00+00:00,5,-1.3797306092281374,3.0,False,False,False,,,,,
做空,2025-04-08 12:00:00+00:00,2025-04-09 16:00:00+00:00,8,2.3480869895019256,6.0,False,False,False,,,,,
做多,2025-04-09 16:00:00+00:00,2025-04-10 12:00:00+00:00,6,-1.7423663370071913,5.0,True,False,False,,,,,
做空,2025-04-10 12:00:00+00:00,2025-04-10 16:00:00+00:00,2,-2.4286265387201196,0.0,False,False,False,,,,,
做多,2025-04-10 16:00:00+00:00,2025-04-11 00:00:00+00:00,3,-1.3888290356670352,10.0,True,True,False,,,,,
做多,2025-04-11 00:00:00+00:00,2025-04-13 12:00:00+00:00,16,4.021612196405843,10.0,True,True,True,2025-04-12 16:00:00+00:00,84891.8,1.423223444431614,1.6975726748637745,False
做多,2025-04-13 12:00:00+00:00,2025-04-13 16:00:00+00:00,2,-1.3949041275232135,10.0,True,True,False,,,,,
做多,2025-04-13 16:00:00+00:00,2025-04-13 20:00:00+00:00,2,-1.8204734870934831,10.0,True,True,False,,,,,
做多,2025-04-13 20:00:00+00:00,2025-04-14 00:00:00+00:00,2,-0.5326123865330509,10.0,True,True,False,,,,,
做多,2025-04-14 00:00:00+00:00,2025-04-14 12:00:00+00:00,4,-1.5668924589682391,9.0,True,False,False,,,,,
做多,2025-04-14 12:00:00+00:00,2025-04-15 16:00:00+00:00,8,-0.9747111645324802,6.0,True,False,False,,,,,
做空,2025-04-15 16:00:00+00:00,2025-04-15 20:00:00+00:00,2,-1.3014619501337559,4.0,True,False,False,,,,,
做空,2025-04-15 20:00:00+00:00,2025-04-16 08:00:00+00:00,4,-1.0550898414115035,3.0,True,False,False,,,,,
做空,2025-04-16 08:00:00+00:00,2025-04-16 12:00:00+00:00,2,-1.5724809331661878,2.0,False,False,False,,,,,
做多,2025-04-16 12:00:00+00:00,2025-04-16 16:00:00+00:00,2,-1.2128136145137793,7.0,True,False,False,,,,,
做多,2025-04-16 16:00:00+00:00,2025-04-16 20:00:00+00:00,2,-1.5662135629668235,8.0,True,False,False,,,,,
做空,2025-04-16 20:00:00+00:00,2025-04-17 00:00:00+00:00,2,-1.3439196805240468,1.0,False,False,False,,,,,
做空,2025-04-17 00:00:00+00:00,2025-04-17 04:00:00+00:00,2,-1.5684813786231822,0.0,False,False,False,,,,,
做多,2025-04-17 04:00:00+00:00,2025-04-17 12:00:00+00:00,3,-1.4922754959304203,10.0,True,True,False,,,,,
做多,2025-04-17 12:00:00+00:00,2025-04-18 16:00:00+00:00,8,-0.737597360401672,10.0,True,True,False,,,,,
做多,2025-04-18 16:00:00+00:00,2025-04-18 20:00:00+00:00,2,-1.1346125146304926,9.0,True,False,False,,,,,
做多,2025-04-18 20:00:00+00:00,2025-04-20 08:00:00+00:00,10,-0.04990520341992806,8.0,True,False,False,,,,,
做空,2025-04-20 08:00:00+00:00,2025-04-20 12:00:00+00:00,2,-0.9798584595437464,1.0,False,False,False,,,,,
做空,2025-04-20 12:00:00+00:00,2025-04-20 16:00:00+00:00,2,-0.9643664736437949,0.0,False,False,False,,,,,
做多,2025-04-20 16:00:00+00:00,2025-04-23 12:00:00+00:00,18,11.12044924703321,10.0,True,True,True,2025-04-22 08:00:00+00:00,88572.7,7.148478029912159,0.15783644396072707,False
做多,2025-04-23 12:00:00+00:00,2025-04-24 00:00:00+00:00,4,-1.3112626141136343,5.0,True,False,False,,,,,
做空,2025-04-24 00:00:00+00:00,2025-04-24 04:00:00+00:00,2,-0.7417560495316942,2.0,False,False,False,,,,,
