序号,组别,信号时间,成交时间,方向,6K极值,回调突破线,回调偏移%,ATR,入场触发线,成交方式,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,收益率%,MFE%,出场原因,年份
1831,参照_回调线入场_C,2022-11-07 04:00,2022-11-07 04:00,做空,21133.8,21133.8,0.0,237.29,21133.8,回调线入场,21133.8,21371.09,18597.74,2022-11-09 00:00,20021.45,11,4.6878,5.263,0.0,KAMA跟踪,2022
1832,参照_回调线入场_C,2022-11-05 08:00,2022-11-05 08:00,做多,21297.0,21297.0,0.0,265.54,21297.0,回调线入场,21297.0,21031.46,25982.34,2022-11-06 00:00,21289.7,4,-0.0275,-0.034,0.0,保本平仓,2022
1833,参照_回调线入场_C,2022-11-04 12:00,2022-11-04 12:00,做多,20400.0,20400.0,0.0,237.42,20400.0,回调线入场,20400.0,20162.58,24888.0,2022-11-06 08:00,21225.44,11,3.4768,4.046,0.0,KAMA跟踪,2022
1834,参照_回调线入场_C,2022-11-03 00:00,2022-11-03 00:00,做空,20323.0,20366.8,0.216,242.98,20366.8,回调线入场,20366.8,20609.78,17922.78,2022-11-04 12:00,20356.07,9,0.0441,0.053,0.0,KAMA跟踪,2022
1835,参照_回调线入场_C,2022-10-31 20:00,2022-10-31 20:00,做空,20416.0,20416.0,0.0,251.92,20416.0,回调线入场,20416.0,20667.92,17966.08,2022-11-01 12:00,20471.3,4,-0.2195,-0.271,0.0,保本平仓,2022
1836,参照_回调线入场_C,2022-10-29 08:00,2022-10-29 08:00,做多,20740.0,20326.9,1.992,266.04,20326.9,回调线入场,20326.9,20060.86,24798.82,2022-10-30 20:00,20615.57,9,1.0851,1.42,0.0,KAMA跟踪,2022
1837,参照_回调线入场_C,2022-10-26 16:00,2022-10-26 16:00,做多,20415.0,20415.0,0.0,212.54,20415.0,回调线入场,20415.0,20202.46,24906.3,2022-10-27 16:00,20557.31,6,0.6696,0.697,0.0,KAMA跟踪,2022
1838,参照_回调线入场_C,2022-10-25 20:00,2022-10-25 20:00,做多,19439.8,19439.8,0.0,180.87,19439.8,回调线入场,19439.8,19258.93,23716.56,2022-10-27 16:00,20557.31,11,6.1784,5.749,0.0,KAMA跟踪,2022
1839,参照_回调线入场_C,2022-10-24 00:00,2022-10-24 00:00,做多,19236.8,19236.8,0.0,181.16,19236.8,回调线入场,19236.8,19055.64,23468.9,2022-10-24 16:00,19317.26,4,0.4441,0.418,0.0,KAMA跟踪,2022
1840,参照_回调线入场_C,2022-10-20 08:00,2022-10-20 08:00,做空,19050.0,19050.0,0.0,216.18,19050.0,回调线入场,19050.0,19266.18,16764.0,2022-10-20 20:00,19266.18,3,-1.0,-1.135,0.0,ATR止损,2022
1841,参照_回调线入场_C,2022-10-18 20:00,2022-10-18 20:00,做空,19414.5,19414.5,0.0,220.55,19414.5,回调线入场,19414.5,19635.05,17084.76,2022-10-20 20:00,19249.25,12,0.7493,0.851,0.0,KAMA跟踪,2022
1842,参照_回调线入场_C,2022-10-17 16:00,2022-10-17 16:00,做多,19415.9,19415.9,0.0,221.16,19415.9,回调线入场,19415.9,19194.74,23687.4,2022-10-18 20:00,19415.9,7,0.0,0.0,0.0,保本平仓,2022
1843,参照_回调线入场_C,2022-10-14 08:00,2022-10-14 08:00,做多,19498.6,19166.7,1.702,196.89,19166.7,回调线入场,19166.7,18969.81,23383.37,2022-10-15 00:00,19241.26,4,0.3787,0.389,0.0,KAMA跟踪,2022
1844,参照_回调线入场_C,2022-10-13 16:00,2022-10-13 16:00,做空,18924.3,18924.3,0.0,206.65,18924.3,回调线入场,18924.3,19130.95,16653.38,2022-10-14 00:00,19130.95,2,-1.0,-1.092,0.0,ATR止损,2022
1845,参照_回调线入场_C,2022-10-10 16:00,2022-10-10 16:00,做空,19333.0,19333.0,0.0,232.15,19333.0,回调线入场,19333.0,19565.15,17013.04,2022-10-11 20:00,19224.84,7,0.4659,0.559,0.0,KAMA跟踪,2022
1846,参照_回调线入场_C,2022-10-04 00:00,2022-10-04 00:00,做多,19489.9,19339.2,0.773,323.99,19339.2,回调线入场,19339.2,19015.21,23593.82,2022-10-05 12:00,20098.22,9,2.3427,3.925,0.0,KAMA跟踪,2022
1847,参照_回调线入场_C,2022-09-30 20:00,2022-09-30 20:00,做多,19698.6,19698.6,0.0,426.16,19698.6,回调线入场,19698.6,19272.44,24032.29,2022-10-01 04:00,19272.44,2,-1.0,-2.163,0.0,ATR止损,2022
1848,参照_回调线入场_C,2022-09-28 08:00,2022-09-28 08:00,做空,18801.5,19182.0,2.024,391.55,19182.0,回调线入场,19182.0,19573.55,16880.16,2022-09-29 00:00,19477.9,4,-0.7557,-1.543,0.0,保本平仓,2022
1849,参照_回调线入场_C,2022-09-27 08:00,2022-09-27 08:00,做多,19311.5,19311.5,0.0,360.72,19311.5,回调线入场,19311.5,18950.78,23560.03,2022-09-28 00:00,19734.2,4,1.1718,2.189,0.0,KAMA跟踪,2022
1850,参照_回调线入场_C,2022-09-23 20:00,2022-09-23 20:00,做空,18767.6,18767.6,0.0,496.12,18767.6,回调线入场,18767.6,19263.72,16515.49,2022-09-24 04:00,19263.72,2,-1.0,-2.643,0.0,ATR止损,2022
1851,参照_回调线入场_C,2022-09-19 04:00,2022-09-19 04:00,做空,19556.7,19930.0,1.909,365.49,19930.0,回调线入场,19930.0,20295.49,17538.4,2022-09-19 20:00,19234.6,4,1.9027,3.489,0.0,KAMA跟踪,2022
1852,参照_回调线入场_C,2022-09-13 20:00,2022-09-13 20:00,做空,22003.9,22003.9,0.0,394.17,22003.9,回调线入场,22003.9,22398.07,19363.43,2022-09-17 00:00,19363.43,19,6.6987,12.0,0.0,固定止盈,2022
1853,参照_回调线入场_C,2022-09-09 08:00,2022-09-09 08:00,做多,19450.0,19400.0,0.257,316.14,19400.0,回调线入场,19400.0,19083.86,23668.0,2022-09-10 20:00,21203.51,9,5.7047,9.296,0.0,KAMA跟踪,2022
1854,参照_回调线入场_C,2022-09-08 04:00,2022-09-08 04:00,做多,19188.0,19066.6,0.633,328.54,19066.6,回调线入场,19066.6,18738.06,23261.25,2022-09-08 20:00,19139.43,4,0.2217,0.382,0.0,KAMA跟踪,2022
1855,参照_回调线入场_C,2022-09-07 00:00,2022-09-07 00:00,做空,19650.4,19660.0,0.049,277.19,19660.0,回调线入场,19660.0,19937.19,17300.8,2022-09-08 00:00,19104.85,6,2.0027,2.824,0.0,KAMA跟踪,2022
1856,参照_回调线入场_C,2022-09-04 12:00,2022-09-04 12:00,做空,19628.7,19628.7,0.0,318.57,19628.7,回调线入场,19628.7,19947.27,17273.26,2022-09-05 00:00,19947.27,3,-1.0,-1.623,0.0,ATR止损,2022
1857,参照_回调线入场_C,2022-09-01 20:00,2022-09-01 20:00,做空,19790.4,19850.0,0.301,369.57,19850.0,回调线入场,19850.0,20219.57,17468.0,2022-09-02 08:00,20219.57,3,-1.0,-1.862,0.0,ATR止损,2022
1858,参照_回调线入场_C,2022-08-30 20:00,2022-08-30 20:00,做空,19795.1,19795.1,0.0,333.68,19795.1,回调线入场,19795.1,20128.78,17419.69,2022-08-31 08:00,20128.78,3,-1.0,-1.686,0.0,ATR止损,2022
1859,参照_回调线入场_C,2022-08-29 20:00,2022-08-29 20:00,做多,20140.0,20140.0,0.0,322.88,20140.0,回调线入场,20140.0,19817.12,24570.8,2022-08-30 20:00,20140.0,6,0.0,0.0,0.0,保本平仓,2022
1860,参照_回调线入场_C,2022-08-29 04:00,2022-08-29 04:00,做空,19793.8,19845.0,0.259,357.9,19845.0,回调线入场,19845.0,20202.9,17463.6,2022-08-29 20:00,19845.0,4,0.0,0.0,0.0,保本平仓,2022
1861,参照_回调线入场_C,2022-08-26 16:00,2022-08-26 16:00,做空,21311.0,21385.5,0.35,335.32,21385.5,回调线入场,21385.5,21720.82,18819.24,2022-08-26 20:00,21720.82,1,-1.0,-1.568,0.0,ATR止损,2022
1862,参照_回调线入场_C,2022-08-25 00:00,2022-08-25 00:00,做多,21662.0,21662.0,0.0,366.44,21662.0,回调线入场,21662.0,21295.56,26427.64,2022-08-25 08:00,21295.56,2,-1.0,-1.692,0.0,ATR止损,2022
1863,参照_回调线入场_C,2022-08-21 16:00,2022-08-21 16:00,做多,21350.0,21350.0,0.0,407.31,21350.0,回调线入场,21350.0,20942.69,26047.0,2022-08-22 12:00,21350.0,5,0.0,0.0,0.0,保本平仓,2022
1864,参照_回调线入场_C,2022-08-20 04:00,2022-08-20 04:00,做空,21133.0,21220.0,0.412,421.96,21220.0,回调线入场,21220.0,21641.96,18673.6,2022-08-20 20:00,21220.1,4,-0.0002,-0.0,0.0,保本平仓,2022
1865,参照_回调线入场_C,2022-08-19 08:00,2022-08-19 08:00,做空,23101.0,23280.0,0.775,383.7,23280.0,回调线入场,23280.0,23663.7,20486.4,2022-08-20 20:00,21325.94,9,5.0926,8.394,0.0,KAMA跟踪,2022
1866,参照_回调线入场_C,2022-08-17 20:00,2022-08-17 20:00,做空,23650.0,23650.0,0.0,414.42,23650.0,回调线入场,23650.0,24064.42,20812.0,2022-08-20 04:00,20812.0,14,6.8482,12.0,0.0,固定止盈,2022
1867,参照_回调线入场_C,2022-08-15 12:00,2022-08-15 12:00,做空,24138.0,24138.0,0.0,383.69,24138.0,回调线入场,24138.0,24521.69,21241.44,2022-08-16 04:00,24138.0,4,0.0,0.0,0.0,保本平仓,2022
1868,参照_回调线入场_C,2022-08-15 00:00,2022-08-15 00:00,做空,24309.7,24309.7,0.0,387.95,24309.7,回调线入场,24309.7,24697.65,21392.54,2022-08-15 08:00,24697.65,2,-1.0,-1.596,0.0,ATR止损,2022
1869,参照_回调线入场_C,2022-08-13 04:00,2022-08-13 04:00,做多,24325.0,24325.0,0.0,425.09,24325.0,回调线入场,24325.0,23899.91,29676.5,2022-08-13 20:00,24325.0,4,0.0,0.0,0.0,保本平仓,2022
1870,参照_回调线入场_C,2022-08-10 20:00,2022-08-10 20:00,做多,23323.1,23323.1,0.0,359.15,23323.1,回调线入场,23323.1,22963.95,28454.18,2022-08-12 08:00,23815.6,9,1.3713,2.112,0.0,KAMA跟踪,2022
1871,参照_回调线入场_C,2022-08-09 16:00,2022-08-09 16:00,做空,23617.6,23757.4,0.592,349.22,23757.4,回调线入场,23757.4,24106.62,20906.51,2022-08-10 20:00,23282.29,7,1.3605,2.0,0.0,KAMA跟踪,2022
1872,参照_回调线入场_C,2022-08-05 00:00,2022-08-05 00:00,做空,22707.0,22707.0,0.0,469.55,22707.0,回调线入场,22707.0,23176.55,19982.16,2022-08-05 08:00,23176.55,2,-1.0,-2.068,0.0,ATR止损,2022
1873,参照_回调线入场_C,2022-08-01 04:00,2022-08-01 04:00,做空,23340.0,23505.0,0.707,536.07,23505.0,回调线入场,23505.0,24041.07,20684.4,2022-08-03 00:00,23282.33,11,0.4154,0.947,0.0,KAMA跟踪,2022
1874,参照_回调线入场_C,2022-07-30 20:00,2022-07-30 20:00,做多,24220.0,24220.0,0.0,554.68,24220.0,回调线入场,24220.0,23665.32,29548.4,2022-07-31 04:00,23665.32,2,-1.0,-2.29,0.0,ATR止损,2022
1875,参照_回调线入场_C,2022-07-28 20:00,2022-07-28 20:00,做多,23480.0,23480.0,0.0,528.47,23480.0,回调线入场,23480.0,22951.53,28645.6,2022-07-29 16:00,23629.12,5,0.2822,0.635,0.0,KAMA跟踪,2022
1876,参照_回调线入场_C,2022-07-27 12:00,2022-07-27 12:00,做多,21294.0,21250.0,0.207,508.72,21250.0,回调线入场,21250.0,20741.28,25925.0,2022-07-29 16:00,23629.12,13,4.6767,11.196,0.0,KAMA跟踪,2022
1877,参照_回调线入场_C,2022-07-26 20:00,2022-07-26 20:00,做空,20820.8,20820.8,0.0,522.33,20820.8,回调线入场,20820.8,21343.13,18322.3,2022-07-27 12:00,21065.2,4,-0.4679,-1.174,0.0,保本平仓,2022
1878,参照_回调线入场_C,2022-07-25 08:00,2022-07-25 08:00,做空,22256.4,22256.4,0.0,543.17,22256.4,回调线入场,22256.4,22799.57,19585.63,2022-07-27 04:00,21124.67,11,2.0836,5.085,0.0,KAMA跟踪,2022
1879,参照_回调线入场_C,2022-07-23 16:00,2022-07-23 16:00,做空,22500.0,22500.0,0.0,603.01,22500.0,回调线入场,22500.0,23103.01,19800.0,2022-07-24 08:00,22500.0,4,0.0,0.0,0.0,保本平仓,2022
1880,参照_回调线入场_C,2022-07-23 00:00,2022-07-23 00:00,做空,22625.3,22625.3,0.0,643.6,22625.3,回调线入场,22625.3,23268.9,19910.26,2022-07-23 16:00,22764.2,4,-0.2158,-0.614,0.0,保本平仓,2022
1881,参照_回调线入场_C,2022-07-21 08:00,2022-07-21 08:00,做空,22912.4,22922.0,0.042,646.69,22922.0,回调线入场,22922.0,23568.69,20171.36,2022-07-22 00:00,22717.23,4,0.3166,0.893,0.0,KAMA跟踪,2022
1882,参照_回调线入场_C,2022-07-19 20:00,2022-07-19 20:00,做多,22950.0,22800.0,0.654,513.32,22800.0,回调线入场,22800.0,22286.68,27816.0,2022-07-21 08:00,22800.0,9,0.0,0.0,0.0,保本平仓,2022
1883,参照_回调线入场_C,2022-07-18 12:00,2022-07-18 12:00,做多,21674.1,21674.1,0.0,449.88,21674.1,回调线入场,21674.1,21224.22,26442.4,2022-07-19 04:00,21614.9,4,-0.1316,-0.273,0.0,保本平仓,2022
1884,参照_回调线入场_C,2022-07-18 04:00,2022-07-18 04:00,做空,20810.4,20900.0,0.431,453.57,20900.0,回调线入场,20900.0,21353.57,18392.0,2022-07-18 08:00,21353.57,1,-1.0,-2.17,0.0,ATR止损,2022
1885,参照_回调线入场_C,2022-07-16 00:00,2022-07-16 00:00,做多,21090.0,20900.0,0.901,512.35,20900.0,回调线入场,20900.0,20387.65,25498.0,2022-07-16 16:00,20541.0,4,-0.7007,-1.718,0.0,保本平仓,2022
1886,参照_回调线入场_C,2022-07-15 00:00,2022-07-15 00:00,做多,20463.3,20436.6,0.13,487.81,20436.6,回调线入场,20436.6,19948.79,24932.65,2022-07-21 08:00,22724.57,38,4.6903,11.195,0.0,KAMA跟踪,2022
1887,参照_回调线入场_C,2022-07-11 08:00,2022-07-11 08:00,做空,20600.0,21095.4,2.405,470.58,21095.4,回调线入场,21095.4,21565.98,18563.95,2022-07-12 00:00,20632.16,4,0.9844,2.196,0.0,KAMA跟踪,2022
1888,参照_回调线入场_C,2022-07-10 08:00,2022-07-10 08:00,做空,21309.6,21309.6,0.0,488.64,21309.6,回调线入场,21309.6,21798.24,18752.45,2022-07-11 20:00,20734.22,9,1.1775,2.7,0.0,KAMA跟踪,2022
1889,参照_回调线入场_C,2022-07-07 20:00,2022-07-07 20:00,做多,20667.6,20667.6,0.0,465.84,20667.6,回调线入场,20667.6,20201.76,25214.47,2022-07-08 20:00,21335.18,6,1.4331,3.23,0.0,KAMA跟踪,2022
1890,参照_回调线入场_C,2022-07-04 16:00,2022-07-04 16:00,做多,19645.4,19645.4,0.0,440.83,19645.4,回调线入场,19645.4,19204.57,23967.39,2022-07-05 16:00,19736.27,6,0.2061,0.463,0.0,KAMA跟踪,2022
1891,参照_回调线入场_C,2022-07-04 00:00,2022-07-04 00:00,做多,19400.0,19400.0,0.0,483.5,19400.0,回调线入场,19400.0,18916.5,23668.0,2022-07-04 16:00,19115.1,4,-0.5892,-1.469,0.0,保本平仓,2022
1892,参照_回调线入场_C,2022-06-30 12:00,2022-06-30 12:00,做空,19817.2,19817.2,0.0,463.51,19817.2,回调线入场,19817.2,20280.71,17439.14,2022-07-01 04:00,19427.88,4,0.8399,1.965,0.0,KAMA跟踪,2022
1893,参照_回调线入场_C,2022-06-29 00:00,2022-06-29 00:00,做空,20500.0,20500.0,0.0,520.33,20500.0,回调线入场,20500.0,21020.33,18040.0,2022-06-30 04:00,20427.12,7,0.1401,0.355,0.0,KAMA跟踪,2022
1894,参照_回调线入场_C,2022-06-27 20:00,2022-06-27 20:00,做空,20908.8,20908.8,0.0,537.36,20908.8,回调线入场,20908.8,21446.16,18399.74,2022-06-28 12:00,20892.92,4,0.0295,0.076,0.0,KAMA跟踪,2022
1895,参照_回调线入场_C,2022-06-26 16:00,2022-06-26 16:00,做多,21600.0,21549.8,0.232,629.42,21549.8,回调线入场,21549.8,20920.38,26290.76,2022-06-27 08:00,21029.1,4,-0.8273,-2.416,0.0,保本平仓,2022
1896,参照_回调线入场_C,2022-06-22 08:00,2022-06-22 08:00,做空,20337.8,20337.8,0.0,904.34,20337.8,回调线入场,20337.8,21242.14,17897.26,2022-06-23 00:00,20163.35,4,0.1929,0.858,0.0,KAMA跟踪,2022
1897,参照_回调线入场_C,2022-06-21 12:00,2022-06-21 12:00,做多,21099.9,21099.9,0.0,932.8,21099.9,回调线入场,21099.9,20167.1,25741.88,2022-06-22 04:00,20879.6,4,-0.2362,-1.044,0.0,保本平仓,2022
1898,参照_回调线入场_C,2022-06-19 16:00,2022-06-19 16:00,做多,19529.5,19529.5,0.0,902.54,19529.5,回调线入场,19529.5,18626.96,23825.99,2022-06-22 12:00,20160.96,17,0.6996,3.233,0.0,KAMA跟踪,2022
1899,参照_回调线入场_C,2022-06-18 12:00,2022-06-18 12:00,做空,20300.8,20305.6,0.024,988.49,20305.6,回调线入场,20305.6,21294.09,17868.93,2022-06-19 04:00,17868.93,4,2.465,12.0,0.0,固定止盈,2022
1900,参照_回调线入场_C,2022-06-17 04:00,2022-06-17 04:00,做空,20739.0,21428.8,3.326,1066.48,21428.8,回调线入场,21428.8,22495.28,18857.34,2022-06-18 16:00,18857.34,9,2.4112,12.0,0.0,固定止盈,2022
1901,参照_回调线入场_C,2022-06-16 04:00,2022-06-16 04:00,做多,22440.0,22350.0,0.401,1001.28,22350.0,回调线入场,22350.0,21348.72,27267.0,2022-06-16 16:00,21348.72,3,-1.0,-4.48,0.0,ATR止损,2022
1902,参照_回调线入场_C,2022-06-15 12:00,2022-06-15 12:00,做空,21350.0,21712.0,1.696,1020.63,21712.0,回调线入场,21712.0,22732.63,19106.56,2022-06-16 04:00,21712.0,4,0.0,0.0,0.0,保本平仓,2022
1903,参照_回调线入场_C,2022-06-11 16:00,2022-06-11 16:00,做空,28805.0,28805.0,0.0,588.83,28805.0,回调线入场,28805.0,29393.83,25348.4,2022-06-12 20:00,28307.42,7,0.845,1.727,0.0,KAMA跟踪,2022
1904,参照_回调线入场_C,2022-06-10 20:00,2022-06-10 20:00,做空,29470.5,29914.5,1.507,604.41,29914.5,回调线入场,29914.5,30518.91,26324.76,2022-06-12 20:00,28307.42,12,2.6589,5.372,0.0,KAMA跟踪,2022
1905,参照_回调线入场_C,2022-06-07 08:00,2022-06-07 08:00,做空,29876.2,29876.2,0.0,482.68,29876.2,回调线入场,29876.2,30358.88,26291.06,2022-06-08 00:00,29876.2,4,0.0,0.0,0.0,保本平仓,2022
1906,参照_回调线入场_C,2022-06-06 00:00,2022-06-06 00:00,做多,29975.0,29968.7,0.021,478.74,29968.7,回调线入场,29968.7,29489.96,36561.81,2022-06-07 08:00,31126.65,8,2.4188,3.864,0.0,KAMA跟踪,2022
1907,参照_回调线入场_C,2022-06-03 20:00,2022-06-03 20:00,做空,29579.9,29579.9,0.0,573.44,29579.9,回调线入场,29579.9,30153.34,26030.31,2022-06-04 12:00,29579.9,4,0.0,0.0,0.0,保本平仓,2022
1908,参照_回调线入场_C,2022-06-03 04:00,2022-06-03 04:00,做多,30399.8,30151.2,0.818,590.22,30151.2,回调线入场,30151.2,29560.98,36784.46,2022-06-03 20:00,29744.0,4,-0.6899,-1.351,0.0,KAMA跟踪,2022
1909,参照_回调线入场_C,2022-06-01 20:00,2022-06-01 20:00,做空,31222.0,31222.0,0.0,559.88,31222.0,回调线入场,31222.0,31781.88,27475.36,2022-06-03 04:00,30489.55,8,1.3082,2.346,0.0,KAMA跟踪,2022
1910,参照_回调线入场_C,2022-05-31 04:00,2022-05-31 04:00,做多,30983.0,30983.0,0.0,515.84,30983.0,回调线入场,30983.0,30467.16,37799.26,2022-05-31 20:00,31469.95,4,0.944,1.572,0.0,KAMA跟踪,2022
1911,参照_回调线入场_C,2022-05-26 16:00,2022-05-26 16:00,做空,29330.0,29330.0,0.0,609.94,29330.0,回调线入场,29330.0,29939.94,25810.4,2022-05-27 08:00,29330.0,4,0.0,0.0,0.0,保本平仓,2022
1912,参照_回调线入场_C,2022-05-24 00:00,2022-05-24 00:00,做空,29730.6,29730.6,0.0,625.63,29730.6,回调线入场,29730.6,30356.23,26162.93,2022-05-25 04:00,29730.6,7,0.0,0.0,0.0,保本平仓,2022
1913,参照_回调线入场_C,2022-05-22 16:00,2022-05-22 16:00,做多,29650.0,29650.0,0.0,711.21,29650.0,回调线入场,29650.0,28938.79,36173.0,2022-05-23 20:00,30014.26,7,0.5122,1.229,0.0,KAMA跟踪,2022
1914,参照_回调线入场_C,2022-05-20 20:00,2022-05-20 20:00,做空,29345.0,29345.0,0.0,863.14,29345.0,回调线入场,29345.0,30208.14,25823.6,2022-05-21 12:00,29345.0,4,0.0,0.0,0.0,保本平仓,2022
1915,参照_回调线入场_C,2022-05-19 20:00,2022-05-19 20:00,做多,29890.0,29890.0,0.0,897.93,29890.0,回调线入场,29890.0,28992.07,36465.8,2022-05-20 12:00,29890.0,4,0.0,0.0,0.0,保本平仓,2022
1916,参照_回调线入场_C,2022-05-18 20:00,2022-05-18 20:00,做空,29420.0,29420.0,0.0,957.84,29420.0,回调线入场,29420.0,30377.84,25889.6,2022-05-19 12:00,29420.0,4,0.0,0.0,0.0,保本平仓,2022
1917,参照_回调线入场_C,2022-05-16 04:00,2022-05-16 04:00,做多,30555.0,30352.2,0.664,1183.14,30352.2,回调线入场,30352.2,29169.06,37029.68,2022-05-16 20:00,29939.6,4,-0.3487,-1.359,0.0,保本平仓,2022
1918,参照_回调线入场_C,2022-05-14 16:00,2022-05-14 16:00,做空,29180.1,29180.1,0.0,1314.37,29180.1,回调线入场,29180.1,30494.47,25678.49,2022-05-15 08:00,30079.5,4,-0.6843,-3.082,0.0,保本平仓,2022
1919,参照_回调线入场_C,2022-05-13 08:00,2022-05-13 08:00,做多,30257.0,30257.0,0.0,1302.85,30257.0,回调线入场,30257.0,28954.15,36913.54,2022-05-14 00:00,30257.0,4,0.0,0.0,0.0,保本平仓,2022
1920,参照_回调线入场_C,2022-05-09 08:00,2022-05-09 08:00,做空,33665.0,34150.0,1.441,709.88,34150.0,回调线入场,34150.0,34859.88,30052.0,2022-05-10 04:00,30052.0,5,5.7728,12.0,0.0,固定止盈,2022
1921,参照_回调线入场_C,2022-05-08 04:00,2022-05-08 04:00,做空,35702.9,35702.9,0.0,721.92,35702.9,回调线入场,35702.9,36424.82,31418.55,2022-05-10 00:00,31418.55,11,5.9347,12.0,0.0,固定止盈,2022
1922,参照_回调线入场_C,2022-05-05 20:00,2022-05-05 20:00,做空,38600.0,38600.0,0.0,657.57,38600.0,回调线入场,38600.0,39257.57,33968.0,2022-05-09 00:00,33968.0,19,7.0441,12.0,0.0,固定止盈,2022
1923,参照_回调线入场_C,2022-05-04 16:00,2022-05-04 16:00,做多,38770.0,38659.7,0.284,622.55,38659.7,回调线入场,38659.7,38037.15,47164.83,2022-05-05 20:00,38906.83,7,0.397,0.639,0.0,KAMA跟踪,2022
1924,参照_回调线入场_C,2022-05-04 00:00,2022-05-04 00:00,做空,38032.2,38032.2,0.0,674.24,38032.2,回调线入场,38032.2,38706.44,33468.34,2022-05-04 12:00,38706.44,3,-1.0,-1.773,0.0,ATR止损,2022
1925,参照_回调线入场_C,2022-05-02 12:00,2022-05-02 12:00,做多,38809.0,38680.6,0.331,629.88,38680.6,回调线入场,38680.6,38050.72,47190.33,2022-05-03 00:00,38050.72,3,-1.0,-1.628,0.0,ATR止损,2022
1926,参照_回调线入场_C,2022-05-01 04:00,2022-05-01 04:00,做空,38135.0,38284.0,0.391,730.45,38284.0,回调线入场,38284.0,39014.45,33689.92,2022-05-01 20:00,38284.0,4,0.0,0.0,0.0,保本平仓,2022
1927,参照_回调线入场_C,2022-04-29 16:00,2022-04-29 16:00,做空,38861.8,38861.8,0.0,741.05,38861.8,回调线入场,38861.8,39602.85,34198.38,2022-05-01 20:00,38631.78,13,0.3104,0.592,0.0,KAMA跟踪,2022
1928,参照_回调线入场_C,2022-04-26 20:00,2022-04-26 20:00,做空,38604.1,38604.1,0.0,640.64,38604.1,回调线入场,38604.1,39244.74,33971.61,2022-04-27 12:00,38604.1,4,0.0,0.0,0.0,保本平仓,2022
1929,参照_回调线入场_C,2022-04-26 00:00,2022-04-26 00:00,做多,39786.0,39786.0,0.0,595.54,39786.0,回调线入场,39786.0,39190.46,48538.92,2022-04-26 20:00,39786.0,5,0.0,0.0,0.0,保本平仓,2022
1930,参照_回调线入场_C,2022-04-22 20:00,2022-04-22 20:00,做空,39630.0,39630.0,0.0,721.25,39630.0,回调线入场,39630.0,40351.25,34874.4,2022-04-23 12:00,39630.0,4,0.0,0.0,0.0,保本平仓,2022
1931,参照_回调线入场_C,2022-04-22 04:00,2022-04-22 04:00,做空,41118.2,41118.2,0.0,638.97,41118.2,回调线入场,41118.2,41757.17,36184.02,2022-04-26 00:00,39533.55,23,2.48,3.854,0.0,KAMA跟踪,2022
1932,参照_回调线入场_C,2022-04-21 16:00,2022-04-21 16:00,做多,42166.8,42166.8,0.0,618.9,42166.8,回调线入场,42166.8,41547.9,51443.5,2022-04-22 00:00,41547.9,2,-1.0,-1.468,0.0,ATR止损,2022
1933,参照_回调线入场_C,2022-04-20 16:00,2022-04-20 16:00,做多,41788.0,41788.0,0.0,661.17,41788.0,回调线入场,41788.0,41126.83,50981.36,2022-04-20 20:00,41126.83,1,-1.0,-1.582,0.0,ATR止损,2022
1934,参照_回调线入场_C,2022-04-19 20:00,2022-04-19 20:00,做多,41310.0,41310.0,0.0,663.92,41310.0,回调线入场,41310.0,40646.08,50398.2,2022-04-20 12:00,41310.0,4,0.0,0.0,0.0,保本平仓,2022
1935,参照_回调线入场_C,2022-04-19 00:00,2022-04-19 00:00,做多,40461.8,40461.8,0.0,541.71,40461.8,回调线入场,40461.8,39920.09,49363.4,2022-04-20 20:00,41283.63,11,1.5171,2.031,0.0,KAMA跟踪,2022
1936,参照_回调线入场_C,2022-04-18 04:00,2022-04-18 04:00,做空,39768.0,40094.3,0.821,572.65,40094.3,回调线入场,40094.3,40666.95,35282.98,2022-04-19 00:00,39955.61,5,0.2422,0.346,0.0,KAMA跟踪,2022
1937,参照_回调线入场_C,2022-04-15 00:00,2022-04-15 00:00,做空,39908.0,40800.0,2.235,773.07,40800.0,回调线入场,40800.0,41573.07,35904.0,2022-04-15 20:00,40559.26,5,0.3114,0.59,0.0,KAMA跟踪,2022
1938,参照_回调线入场_C,2022-04-13 20:00,2022-04-13 20:00,做多,40700.0,40700.0,0.0,703.95,40700.0,回调线入场,40700.0,39996.05,49654.0,2022-04-14 20:00,40700.0,6,0.0,0.0,0.0,保本平仓,2022
1939,参照_回调线入场_C,2022-04-11 16:00,2022-04-11 16:00,做空,41650.0,42419.9,1.848,608.32,42419.9,回调线入场,42419.9,43028.22,37329.51,2022-04-13 20:00,40444.48,13,3.2474,4.657,0.0,KAMA跟踪,2022
1940,参照_回调线入场_C,2022-04-11 00:00,2022-04-11 00:00,做多,42888.2,42888.2,0.0,646.19,42888.2,回调线入场,42888.2,42242.01,52323.6,2022-04-11 04:00,42242.01,1,-1.0,-1.507,0.0,ATR止损,2022
1941,参照_回调线入场_C,2022-04-09 00:00,2022-04-09 00:00,做空,42728.0,43173.0,1.041,745.04,43173.0,回调线入场,43173.0,43918.04,37992.24,2022-04-11 00:00,43004.14,12,0.2266,0.391,0.0,KAMA跟踪,2022
