序号,信号时间,方向,入场线类型,成交价,ATR,ATR%,EMA70偏离度%,突破K数,前3K方向涨幅%,量比,是否确认,是否加仓,加仓价,出场时间,出场价,持仓K数,底仓R值,加仓R值,R值,基础档位,是否降档,实际档位,底仓加权R,加仓加权R,加权R值,出场原因,年份
1653,2021-10-06 20:00,做多,6K极值,51802.69,919.29,1.792,13.72,880,-0.3,3.76,确认,是,55075.01,2021-10-07 12:00,54338.52,4,2.758,-0.176,2.583,2.0x,,2.0x,5.517,-0.351,5.166,KAMA跟踪止损,2021
1654,2021-10-05 00:00,做多,6K极值,48453.92,903.28,1.891,7.04,162,0.62,2.22,确认,是,49854.31,2021-10-06 16:00,50738.59,10,2.529,0.631,3.161,2.0x,,2.0x,5.059,1.263,6.321,KAMA跟踪止损,2021
1655,2021-10-04 00:00,做多,6K极值,48148.75,856.19,1.789,7.6,91,-0.07,1.26,确认,,,2021-10-04 12:00,47840.22,3,-0.36,,-0.36,2.0x,,2.0x,-0.721,,-0.721,3K收盘认赔,2021
1656,2021-09-30 08:00,做多,基准值,42557.91,950.41,2.29,-6.07,14,-2.06,1.72,确认,是,44759.52,2021-10-03 08:00,47558.15,18,5.261,1.317,6.579,1.0x,,1.0x,5.261,1.317,6.579,KAMA跟踪止损,2021
1657,2021-09-30 00:00,做空,6K极值,41625.0,977.68,2.345,-5.64,3,1.17,0.96,弱突破,,,2021-09-30 00:00,41190.62,0,0.444,,0.444,1.0x,,1.0x,0.444,,0.444,弱突破平仓,2021
1658,2021-09-28 04:00,做空,6K极值,42842.78,1043.33,2.426,-3.06,8,1.54,0.95,确认,,,2021-09-29 12:00,42326.79,8,0.495,,0.495,1.0x,,1.0x,0.495,,0.495,KAMA跟踪止损,2021
1659,2021-09-28 00:00,做空,6K极值,43023.97,1070.37,2.474,-2.45,3,1.72,0.57,弱突破,,,2021-09-28 00:00,43001.57,0,0.021,,0.021,1.0x,,1.0x,0.021,,0.021,弱突破平仓,2021
1660,2021-09-27 08:00,做多,6K极值,43909.11,1104.37,2.558,-2.81,15,0.27,0.75,弱突破,,,2021-09-27 08:00,44025.0,0,0.105,,0.105,1.0x,,1.0x,0.105,,0.105,弱突破平仓,2021
1661,2021-09-24 16:00,做空,6K极值,43887.96,1071.11,2.39,0.71,13,-0.18,3.31,确认,是,41945.25,2021-09-26 16:00,42978.56,12,0.849,-0.343,0.506,1.0x,,1.0x,0.849,-0.343,0.506,KAMA跟踪止损,2021
1662,2021-09-24 00:00,做多,基准值,44350.48,1095.66,2.504,-1.82,19,-0.7,0.89,弱突破,,,2021-09-24 00:00,44742.43,0,0.358,,0.358,1.0x,,1.0x,0.358,,0.358,弱突破平仓,2021
1663,2021-09-23 12:00,做多,6K极值,44171.05,1144.42,2.598,-1.13,14,1.99,0.51,弱突破,,,2021-09-23 12:00,44207.54,0,0.032,,0.032,1.0x,,1.0x,0.032,,0.032,弱突破平仓,2021
1664,2021-09-23 08:00,做多,6K极值,43987.0,1146.19,2.633,-2.3,13,3.78,0.58,弱突破,,,2021-09-23 08:00,44057.85,0,0.062,,0.062,1.0x,,1.0x,0.062,,0.062,弱突破平仓,2021
1665,2021-09-23 00:00,做多,6K极值,43256.69,1175.9,2.722,-3.04,6,2.71,1.24,弱突破,,,2021-09-23 00:00,43400.67,0,0.122,,0.122,1.0x,,1.0x,0.122,,0.122,弱突破平仓,2021
1666,2021-09-22 20:00,做多,6K极值,42715.91,1164.93,2.778,-5.86,4,3.04,0.97,弱突破,,,2021-09-22 20:00,43196.09,0,0.412,,0.412,1.0x,,1.0x,0.412,,0.412,弱突破平仓,2021
1667,2021-09-22 04:00,做空,6K极值,41500.91,1088.68,2.591,-5.77,4,2.95,2.69,确认,,,2021-09-22 12:00,42589.58,2,-1.0,,-1.0,1.0x,,1.0x,-1.0,,-1.0,前3K止损,2021
1668,2021-09-22 00:00,做空,基准值,42162.28,1053.29,2.446,-3.39,3,-0.92,2.01,弱突破,,,2021-09-22 00:00,42010.99,0,0.144,,0.144,1.0x,,1.0x,0.144,,0.144,弱突破平仓,2021
1669,2021-09-20 08:00,做空,6K极值,46849.51,740.45,1.567,5.6,34,0.2,2.54,确认,是,44837.41,2021-09-21 08:00,41227.57,6,7.593,1.311,8.904,1.5x,,1.5x,11.389,1.967,13.356,止盈,2021
1670,2021-09-19 16:00,做空,6K极值,47601.79,734.38,1.525,7.63,7,0.22,1.12,弱突破,,,2021-09-19 16:00,47345.06,0,0.35,,0.35,1.5x,,1.5x,0.524,,0.524,弱突破平仓,2021
1671,2021-09-18 12:00,做多,6K极值,47976.17,812.24,1.695,7.27,63,0.83,1.34,确认,,,2021-09-19 04:00,47976.17,4,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,KAMA跟踪止损,2021
1672,2021-09-18 08:00,做多,6K极值,47727.23,806.65,1.705,6.14,3,-0.25,0.79,弱突破,,,2021-09-18 08:00,47918.15,0,0.237,,0.237,2.0x,,2.0x,0.473,,0.473,弱突破平仓,2021
1673,2021-09-14 20:00,做多,6K极值,46155.34,959.47,2.087,3.83,5,2.25,1.98,确认,,,2021-09-16 08:00,47637.05,9,1.544,,1.544,1.0x,,1.0x,1.544,,1.544,KAMA跟踪止损,2021
1674,2021-09-14 16:00,做多,6K极值,45885.42,985.54,2.155,3.26,4,2.15,0.86,弱突破,,,2021-09-14 16:00,45979.62,0,0.096,,0.096,1.0x,,1.0x,0.096,,0.096,弱突破平仓,2021
1675,2021-09-14 12:00,做多,6K极值,45521.63,994.09,2.199,2.07,3,1.89,0.83,弱突破,,,2021-09-14 12:00,45725.73,0,0.205,,0.205,1.0x,,1.0x,0.205,,0.205,弱突破平仓,2021
1676,2021-09-13 12:00,做空,6K极值,44575.71,940.92,2.109,0.95,13,2.83,1.62,弱突破,,,2021-09-13 12:00,44492.69,0,0.088,,0.088,1.0x,,1.0x,0.088,,0.088,弱突破平仓,2021
1677,2021-09-12 16:00,做多,6K极值,45497.73,916.52,2.02,2.68,10,-0.03,1.05,确认,,,2021-09-13 08:00,46065.2,4,0.619,,0.619,1.0x,,1.0x,0.619,,0.619,KAMA跟踪止损,2021
1678,2021-09-10 20:00,做空,6K极值,45655.12,1047.86,2.261,5.1,12,0.14,1.55,弱突破,,,2021-09-10 20:00,45437.97,0,0.207,,0.207,1.0x,,1.0x,0.207,,0.207,弱突破平仓,2021
1679,2021-09-09 20:00,做多,6K极值,46546.13,1107.04,2.391,5.04,8,0.5,1.25,弱突破,,,2021-09-09 20:00,46989.29,0,0.4,,0.4,1.0x,,1.0x,0.4,,0.4,弱突破平仓,2021
1680,2021-09-07 20:00,做空,6K极值,50584.01,786.33,1.542,16.02,38,3.23,6.2,确认,是,46694.5,2021-09-08 16:00,44513.93,5,7.72,0.466,8.186,1.5x,,1.5x,11.579,0.7,12.279,止盈,2021
1681,2021-09-06 04:00,做多,6K极值,50910.29,742.05,1.463,16.3,695,1.65,1.27,确认,,,2021-09-07 16:00,51825.78,9,1.234,,1.234,2.0x,,2.0x,2.467,,2.467,KAMA跟踪止损,2021
1682,2021-09-06 00:00,做多,6K极值,50504.59,741.32,1.476,15.22,11,1.1,0.71,弱突破,,,2021-09-06 00:00,50710.35,0,0.278,,0.278,2.0x,,2.0x,0.555,,0.555,弱突破平仓,2021
1683,2021-09-03 20:00,做多,6K极值,50522.16,836.83,1.667,16.27,668,1.85,1.92,弱突破,,,2021-09-03 20:00,50589.95,0,0.081,,0.081,2.0x,,2.0x,0.162,,0.162,弱突破平仓,2021
1684,2021-09-03 16:00,做多,基准值,49880.0,816.98,1.656,14.25,4,-0.13,1.8,弱突破,,,2021-09-03 16:00,50203.16,0,0.396,,0.396,2.0x,,2.0x,0.791,,0.791,弱突破平仓,2021
1685,2021-09-02 08:00,做多,6K极值,49133.01,820.0,1.679,14.14,23,2.3,1.28,确认,,,2021-09-03 08:00,49208.98,6,0.093,,0.093,2.0x,,2.0x,0.185,,0.185,KAMA跟踪止损,2021
1686,2021-09-02 00:00,做多,6K极值,47869.68,777.57,1.636,11.06,6,0.93,2.0,弱突破,,,2021-09-02 00:00,48200.44,0,0.425,,0.425,2.0x,,2.0x,0.851,,0.851,弱突破平仓,2021
1687,2021-09-01 16:00,做多,6K极值,47498.15,796.85,1.687,10.34,4,-0.26,0.84,弱突破,,,2021-09-01 16:00,47748.64,0,0.314,,0.314,2.0x,,2.0x,0.629,,0.629,弱突破平仓,2021
1688,2021-08-31 00:00,做多,6K极值,48241.01,777.63,1.619,13.05,3,0.11,0.89,确认,,,2021-08-31 04:00,47463.38,1,-1.0,,-1.0,2.0x,,2.0x,-2.0,,-2.0,前3K止损,2021
1689,2021-08-30 08:00,做空,基准值,48125.58,792.32,1.624,15.2,4,-1.29,1.14,弱突破,,,2021-08-30 08:00,47982.44,0,0.181,,0.181,1.5x,,1.5x,0.271,,0.271,弱突破平仓,2021
1690,2021-08-30 00:00,做多,6K极值,48681.35,795.59,1.641,14.45,3,0.49,0.63,弱突破,,,2021-08-30 00:00,48803.86,0,0.154,,0.154,2.0x,,2.0x,0.308,,0.308,弱突破平仓,2021
1691,2021-08-29 08:00,做空,基准值,48411.84,793.99,1.623,16.0,6,-0.4,1.52,弱突破,,,2021-08-29 08:00,48242.87,0,0.213,,0.213,1.5x,,1.5x,0.319,,0.319,弱突破平仓,2021
1692,2021-08-28 04:00,做多,6K极值,48542.09,896.33,1.856,15.08,10,1.72,0.71,确认,,,2021-08-28 20:00,48653.57,4,0.124,,0.124,2.0x,,2.0x,0.249,,0.249,KAMA跟踪止损,2021
1693,2021-08-26 12:00,做空,6K极值,47863.5,884.56,1.845,14.76,34,1.77,2.12,确认,,,2021-08-27 20:00,47863.5,8,0.0,,0.0,1.5x,,1.5x,0.0,,0.0,KAMA跟踪止损,2021
1694,2021-08-24 20:00,做空,基准值,48814.45,843.06,1.705,19.43,9,0.15,1.96,确认,,,2021-08-25 20:00,48483.4,6,0.393,,0.393,1.5x,,1.5x,0.589,,0.589,KAMA跟踪止损,2021
1695,2021-08-23 08:00,做多,6K极值,49500.83,882.11,1.79,20.23,599,0.22,1.56,确认,,,2021-08-24 00:00,49500.83,4,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,KAMA跟踪止损,2021
1696,2021-08-19 20:00,做多,基准值,45206.89,947.09,2.141,9.88,4,-1.09,1.41,确认,是,46709.09,2021-08-22 20:00,48557.81,18,3.538,0.755,4.293,1.0x,,1.0x,3.538,0.755,4.293,KAMA跟踪止损,2021
1697,2021-08-19 08:00,做空,6K极值,44411.67,962.54,2.153,11.61,36,0.15,1.02,弱突破,,,2021-08-19 08:00,44066.66,0,0.358,,0.358,1.0x,,1.0x,0.358,,0.358,弱突破平仓,2021
1698,2021-08-18 04:00,做空,6K极值,45300.0,966.87,2.125,13.92,28,1.0,1.39,确认,,,2021-08-18 20:00,45300.0,4,0.0,,0.0,1.0x,,1.0x,0.0,,0.0,KAMA跟踪止损,2021
1699,2021-08-18 00:00,做空,基准值,45663.0,970.02,2.121,14.56,3,1.46,1.05,弱突破,,,2021-08-18 00:00,45489.15,0,0.179,,0.179,1.0x,,1.0x,0.179,,0.179,弱突破平仓,2021
1700,2021-08-17 16:00,做多,6K极值,46614.05,929.65,2.023,15.08,4,-0.36,1.31,弱突破,,,2021-08-17 16:00,46878.03,0,0.284,,0.284,1.0x,,1.0x,0.284,,0.284,弱突破平仓,2021
1701,2021-08-17 04:00,做空,6K极值,45974.61,920.67,1.996,15.9,6,2.56,0.98,弱突破,,,2021-08-17 04:00,45925.93,0,0.053,,0.053,1.5x,,1.5x,0.079,,0.079,弱突破平仓,2021
1702,2021-08-16 20:00,做空,基准值,46789.08,897.61,1.888,19.48,3,-1.14,1.84,弱突破,,,2021-08-16 20:00,46351.95,0,0.487,,0.487,1.5x,,1.5x,0.73,,0.73,弱突破平仓,2021
1703,2021-08-16 08:00,做多,6K极值,47308.76,914.72,1.946,18.66,9,2.31,1.38,弱突破,,,2021-08-16 08:00,47389.03,0,0.088,,0.088,2.0x,,2.0x,0.175,,0.175,弱突破平仓,2021
1704,2021-08-15 12:00,做空,6K极值,46350.37,913.85,1.949,18.38,11,0.1,1.03,确认,,,2021-08-16 04:00,46350.37,4,0.0,,0.0,1.5x,,1.5x,0.0,,0.0,KAMA跟踪止损,2021
1705,2021-08-13 12:00,做多,6K极值,45364.98,971.01,2.15,15.28,6,2.22,1.1,确认,,,2021-08-14 16:00,46441.91,7,1.109,,1.109,1.0x,,1.0x,1.109,,1.109,KAMA跟踪止损,2021
1706,2021-08-12 20:00,做空,6K极值,44679.72,990.69,2.213,15.0,18,1.72,1.42,确认,,,2021-08-13 08:00,45164.57,3,-0.489,,-0.489,1.0x,,1.0x,-0.489,,-0.489,3K收盘认赔,2021
1707,2021-08-12 16:00,做空,6K极值,44842.53,991.79,2.192,16.22,9,2.6,1.15,弱突破,,,2021-08-12 16:00,44767.37,0,0.076,,0.076,1.0x,,1.0x,0.076,,0.076,弱突破平仓,2021
1708,2021-08-09 16:00,做多,基准值,44575.0,1055.86,2.41,14.17,505,0.18,1.68,确认,是,46273.27,2021-08-12 12:00,44879.81,17,0.289,-0.506,-0.217,1.0x,,1.0x,0.289,-0.506,-0.217,KAMA跟踪止损,2021
1709,2021-08-06 00:00,做多,基准值,39538.96,923.97,2.384,2.97,22,-1.76,2.27,确认,是,42185.84,2021-08-09 00:00,43388.2,18,4.166,0.454,4.62,1.0x,,1.0x,4.166,0.454,4.62,KAMA跟踪止损,2021
1710,2021-08-04 20:00,做多,基准值,38554.26,884.18,2.318,1.61,8,-0.15,1.75,确认,,,2021-08-05 16:00,38554.26,5,0.0,,0.0,1.0x,,1.0x,0.0,,0.0,KAMA跟踪止损,2021
1711,2021-08-02 04:00,做空,6K极值,40648.57,932.24,2.259,10.3,11,1.06,1.56,确认,是,39169.97,2021-08-04 16:00,38231.68,15,2.593,0.794,3.386,1.0x,,1.0x,2.593,0.794,3.386,KAMA跟踪止损,2021
1712,2021-07-31 04:00,做多,6K极值,39850.8,980.08,2.459,7.07,427,0.33,2.15,确认,是,41823.85,2021-08-02 00:00,40681.23,11,0.847,-0.387,0.46,1.0x,,1.0x,0.847,-0.387,0.46,KAMA跟踪止损,2021
1713,2021-07-28 04:00,做多,6K极值,38741.82,981.85,2.6,2.32,5,1.73,0.83,确认,是,40730.99,2021-07-30 16:00,38935.28,15,0.197,-0.604,-0.407,1.0x,,1.0x,0.197,-0.604,-0.407,KAMA跟踪止损,2021
1714,2021-07-27 20:00,做多,6K极值,38021.73,980.06,2.578,3.03,3,2.14,1.73,弱突破,,,2021-07-27 20:00,38210.4,0,0.193,,0.193,1.0x,,1.0x,0.193,,0.193,弱突破平仓,2021
1715,2021-07-26 04:00,做多,基准值,34778.44,570.53,1.662,-6.78,125,-1.01,1.17,确认,是,38272.23,2021-07-27 04:00,37918.22,6,5.503,-0.087,5.416,2.0x,,2.0x,11.007,-0.174,10.832,KAMA跟踪止损,2021
1716,2021-07-21 16:00,做多,6K极值,30914.0,584.44,1.897,-17.12,11,3.52,1.41,确认,,,2021-07-25 20:00,34154.62,25,5.545,,5.545,2.0x,,2.0x,11.09,,11.09,KAMA跟踪止损,2021
1717,2021-07-19 20:00,做空,6K极值,31171.56,542.82,1.736,-16.69,137,1.54,2.61,确认,,,2021-07-21 12:00,30266.66,10,1.667,,1.667,1.5x,,1.5x,2.501,,2.501,KAMA跟踪止损,2021
1718,2021-07-19 16:00,做空,6K极值,31429.1,545.69,1.727,-15.82,4,0.09,1.27,弱突破,,,2021-07-19 16:00,31268.31,0,0.295,,0.295,1.5x,,1.5x,0.442,,0.442,弱突破平仓,2021
1719,2021-07-18 20:00,做空,基准值,31451.01,565.4,1.779,-15.76,5,-0.92,1.09,弱突破,,,2021-07-18 20:00,31357.88,0,0.165,,0.165,1.5x,,1.5x,0.247,,0.247,弱突破平仓,2021
1720,2021-07-18 08:00,做多,6K极值,31899.99,565.78,1.797,-16.91,7,0.36,1.22,弱突破,,,2021-07-18 08:00,32149.22,0,0.44,,0.44,2.0x,,2.0x,0.881,,0.881,弱突破平仓,2021
1721,2021-07-15 16:00,做空,6K极值,32358.0,591.13,1.821,-15.21,5,0.79,1.42,确认,,,2021-07-17 00:00,32202.45,8,0.263,,0.263,1.5x,,1.5x,0.395,,0.395,KAMA跟踪止损,2021
1722,2021-07-15 12:00,做空,基准值,32573.4,605.63,1.856,-14.78,3,0.45,0.82,弱突破,,,2021-07-15 12:00,32460.96,0,0.186,,0.186,1.5x,,1.5x,0.278,,0.278,弱突破平仓,2021
1723,2021-07-13 00:00,做空,6K极值,33325.4,594.86,1.784,-14.07,18,3.15,1.63,确认,,,2021-07-14 20:00,32770.12,11,0.933,,0.933,1.5x,,1.5x,1.4,,1.4,KAMA跟踪止损,2021
1724,2021-07-12 20:00,做空,6K极值,33530.76,610.18,1.82,-13.59,7,2.09,1.41,弱突破,,,2021-07-12 20:00,33344.35,0,0.305,,0.305,1.5x,,1.5x,0.458,,0.458,弱突破平仓,2021
1725,2021-07-12 16:00,做空,基准值,33726.28,593.92,1.733,-11.68,5,-1.15,1.48,弱突破,,,2021-07-12 16:00,33530.76,0,0.329,,0.329,1.5x,,1.5x,0.494,,0.494,弱突破平仓,2021
1726,2021-07-12 04:00,做多,6K极值,34090.68,591.66,1.746,-13.05,23,1.15,1.17,弱突破,,,2021-07-12 04:00,34245.99,0,0.263,,0.263,2.0x,,2.0x,0.525,,0.525,弱突破平仓,2021
1727,2021-07-11 20:00,做多,6K极值,33839.44,620.86,1.837,-13.27,4,0.89,0.77,弱突破,,,2021-07-11 20:00,33931.12,0,0.148,,0.148,2.0x,,2.0x,0.295,,0.295,弱突破平仓,2021
1728,2021-07-11 00:00,做空,基准值,33481.34,646.39,1.91,-13.46,4,-0.18,1.22,弱突破,,,2021-07-11 00:00,33403.09,0,0.121,,0.121,1.5x,,1.5x,0.182,,0.182,弱突破平仓,2021
1729,2021-07-10 04:00,做多,6K极值,33666.0,699.27,2.092,-14.88,10,1.66,0.68,弱突破,,,2021-07-10 04:00,33805.24,0,0.199,,0.199,1.0x,,1.0x,0.199,,0.199,弱突破平仓,2021
1730,2021-07-08 04:00,做空,6K极值,34437.1,712.4,2.058,-12.64,5,0.27,0.79,确认,,,2021-07-09 20:00,33310.56,10,1.581,,1.581,1.0x,,1.0x,1.581,,1.581,KAMA跟踪止损,2021
1731,2021-07-07 12:00,做多,6K极值,34518.02,766.32,2.225,-13.08,4,1.21,0.87,弱突破,,,2021-07-07 12:00,34707.0,0,0.247,,0.247,1.0x,,1.0x,0.247,,0.247,弱突破平仓,2021
1732,2021-07-06 12:00,做多,基准值,34248.95,749.04,2.21,-14.8,6,0.95,1.21,确认,,,2021-07-07 00:00,33999.39,3,-0.333,,-0.333,1.0x,,1.0x,-0.333,,-0.333,3K收盘认赔,2021
1733,2021-07-05 16:00,做空,6K极值,34041.74,748.88,2.187,-14.3,13,3.71,1.62,确认,,,2021-07-06 08:00,34041.74,4,0.0,,0.0,1.0x,,1.0x,0.0,,0.0,KAMA跟踪止损,2021
1734,2021-07-03 12:00,做多,6K极值,33884.97,914.53,2.73,-16.81,12,-0.56,0.98,确认,,,2021-07-05 08:00,35107.37,11,1.337,,1.337,1.0x,,1.0x,1.337,,1.337,KAMA跟踪止损,2021
1735,2021-07-01 12:00,做空,基准值,34055.4,1010.38,2.96,-15.97,19,0.16,1.22,确认,,,2021-07-03 04:00,33818.28,10,0.235,,0.235,1.0x,,1.0x,0.235,,0.235,KAMA跟踪止损,2021
1736,2021-06-30 20:00,做空,6K极值,34425.98,1046.49,3.004,-14.69,9,2.99,1.03,弱突破,,,2021-06-30 20:00,34194.59,0,0.221,,0.221,1.0x,,1.0x,0.221,,0.221,弱突破平仓,2021
1737,2021-06-28 04:00,做多,6K极值,33545.28,1181.69,3.603,-20.67,15,-1.38,1.02,确认,是,35558.13,2021-06-30 16:00,34600.34,15,0.893,-0.626,0.267,1.0x,,1.0x,0.893,-0.626,0.267,KAMA跟踪止损,2021
1738,2021-06-27 12:00,做多,6K极值,33184.2,1259.77,3.803,-19.87,9,5.06,0.78,弱突破,,,2021-06-27 12:00,33255.22,0,0.056,,0.056,1.0x,,1.0x,0.056,,0.056,弱突破平仓,2021
1739,2021-06-25 16:00,做空,6K极值,33965.97,1196.08,3.49,-18.01,5,1.62,0.9,确认,,,2021-06-27 08:00,32515.31,10,1.213,,1.213,1.0x,,1.0x,1.213,,1.213,KAMA跟踪止损,2021
1740,2021-06-25 00:00,做多,6K极值,34543.69,1222.5,3.608,-19.53,21,3.93,0.79,弱突破,,,2021-06-25 00:00,34837.04,0,0.24,,0.24,1.0x,,1.0x,0.24,,0.24,弱突破平仓,2021
1741,2021-06-24 20:00,做多,6K极值,33876.48,1244.42,3.679,-19.66,4,0.53,0.84,弱突破,,,2021-06-24 20:00,33879.54,0,0.002,,0.002,1.0x,,1.0x,0.002,,0.002,弱突破平仓,2021
1742,2021-06-24 08:00,做空,6K极值,32744.74,1260.67,3.747,-20.49,5,0.71,0.64,弱突破,,,2021-06-24 08:00,32598.14,0,0.116,,0.116,1.0x,,1.0x,0.116,,0.116,弱突破平仓,2021
1743,2021-06-23 08:00,做多,6K极值,33258.85,1263.71,3.889,-23.67,10,4.05,1.03,确认,,,2021-06-24 00:00,33424.62,4,0.131,,0.131,1.0x,,1.0x,0.131,,0.131,KAMA跟踪止损,2021
1744,2021-06-21 12:00,做空,基准值,34273.58,1013.74,2.925,-19.15,71,-0.75,2.75,确认,是,32509.9,2021-06-22 20:00,30160.75,8,4.057,0.846,4.903,1.0x,,1.0x,4.057,0.846,4.903,止盈,2021
1745,2021-06-18 00:00,做空,6K极值,38453.91,966.37,2.478,-11.08,22,-0.39,1.52,确认,是,36355.67,2021-06-20 16:00,33839.44,16,4.775,1.199,5.974,1.0x,,1.0x,4.775,1.199,5.974,止盈,2021
1746,2021-06-16 20:00,做空,6K极值,38913.4,1036.81,2.653,-11.24,14,2.64,1.23,弱突破,,,2021-06-16 20:00,38779.03,0,0.13,,0.13,1.0x,,1.0x,0.13,,0.13,弱突破平仓,2021
1747,2021-06-16 16:00,做空,基准值,39556.15,1020.76,2.544,-8.87,10,-0.41,1.09,弱突破,,,2021-06-16 16:00,39079.0,0,0.467,,0.467,1.0x,,1.0x,0.467,,0.467,弱突破平仓,2021
1748,2021-06-14 00:00,做多,6K极值,36145.76,1047.39,2.909,-18.94,13,3.26,1.4,确认,是,39002.87,2021-06-16 04:00,39609.02,13,3.307,0.155,3.462,1.0x,,1.0x,3.307,0.155,3.462,KAMA跟踪止损,2021
1749,2021-06-13 08:00,做空,6K极值,35311.19,1108.76,3.12,-20.29,3,0.11,0.72,弱突破,,,2021-06-13 08:00,34870.26,0,0.398,,0.398,1.0x,,1.0x,0.398,,0.398,弱突破平仓,2021
1750,2021-06-12 08:00,做空,6K极值,36520.04,1142.12,3.061,-16.79,14,0.13,1.08,确认,,,2021-06-13 04:00,36107.74,5,0.361,,0.361,1.0x,,1.0x,0.361,,0.361,KAMA跟踪止损,2021
1751,2021-06-09 20:00,做多,6K极值,34992.68,1172.14,3.356,-22.9,11,4.65,2.35,确认,是,37354.52,2021-06-11 04:00,36202.82,8,1.032,-0.326,0.707,1.0x,,1.0x,1.032,-0.326,0.707,KAMA跟踪止损,2021
1752,2021-06-09 16:00,做多,6K极值,34479.0,1171.44,3.432,-24.65,8,3.94,1.45,弱突破,,,2021-06-09 16:00,34929.99,0,0.385,,0.385,1.0x,,1.0x,0.385,,0.385,弱突破平仓,2021
1753,2021-06-09 12:00,做多,6K极值,33816.46,1131.01,3.443,-27.49,7,3.64,1.42,弱突破,,,2021-06-09 12:00,34136.06,0,0.283,,0.283,1.0x,,1.0x,0.283,,0.283,弱突破平仓,2021
1754,2021-06-09 04:00,做多,基准值,33321.72,1129.5,3.439,-27.87,4,-0.3,1.03,弱突破,,,2021-06-09 04:00,33377.15,0,0.049,,0.049,1.0x,,1.0x,0.049,,0.049,弱突破平仓,2021
1755,2021-06-08 04:00,做空,6K极值,35353.76,978.1,2.744,-22.33,52,1.41,1.99,确认,是,32791.67,2021-06-08 20:00,31111.31,4,4.337,0.475,4.812,1.0x,,1.0x,4.337,0.475,4.812,止盈,2021
1756,2021-06-08 00:00,做空,基准值,35877.16,991.15,2.75,-21.46,3,0.99,1.13,弱突破,,,2021-06-08 00:00,35641.0,0,0.238,,0.238,1.0x,,1.0x,0.238,,0.238,弱突破平仓,2021
1757,2021-06-05 16:00,做空,基准值,36474.37,1094.65,2.913,-19.26,4,-2.1,1.75,确认,,,2021-06-07 08:00,36474.37,10,0.0,,0.0,1.0x,,1.0x,0.0,,0.0,KAMA跟踪止损,2021
1758,2021-06-04 12:00,做空,6K极值,37378.17,1154.77,3.043,-19.04,11,1.58,1.71,确认,,,2021-06-05 08:00,37378.17,5,0.0,,0.0,1.0x,,1.0x,0.0,,0.0,KAMA跟踪止损,2021
1759,2021-06-04 08:00,做空,基准值,38363.38,1115.19,2.842,-16.79,4,-1.17,1.57,弱突破,,,2021-06-04 08:00,37944.78,0,0.375,,0.375,1.0x,,1.0x,0.375,,0.375,弱突破平仓,2021
1760,2021-06-03 12:00,做多,基准值,38190.67,1185.6,3.151,-20.22,36,-1.08,1.23,弱突破,,,2021-06-03 12:00,38634.07,0,0.374,,0.374,1.0x,,1.0x,0.374,,0.374,弱突破平仓,2021
1761,2021-06-02 20:00,做多,6K极值,37523.91,1296.29,3.484,-21.48,31,1.41,1.13,弱突破,,,2021-06-02 20:00,38033.7,0,0.393,,0.393,1.0x,,1.0x,0.393,,0.393,弱突破平仓,2021
1762,2021-06-02 12:00,做多,6K极值,36890.68,1351.8,3.704,-22.99,3,0.74,0.8,弱突破,,,2021-06-02 12:00,37219.31,0,0.243,,0.243,1.0x,,1.0x,0.243,,0.243,弱突破平仓,2021
1763,2021-05-31 16:00,做多,基准值,36323.21,1565.43,4.368,-25.32,12,-0.72,1.18,弱突破,,,2021-05-31 16:00,36802.57,0,0.306,,0.306,1.0x,,1.0x,0.306,,0.306,弱突破平仓,2021
1764,2021-05-31 08:00,做空,基准值,35155.75,1545.15,4.334,-26.19,5,1.97,0.99,弱突破,,,2021-05-31 08:00,34507.97,0,0.419,,0.419,1.0x,,1.0x,0.419,,0.419,弱突破平仓,2021
1765,2021-05-30 12:00,做多,6K极值,35060.25,1680.33,4.833,-28.02,4,0.98,0.9,确认,,,2021-05-31 04:00,36313.25,4,0.746,,0.746,1.0x,,1.0x,0.746,,0.746,KAMA跟踪止损,2021
1766,2021-05-29 20:00,做空,6K极值,34615.04,1735.89,4.904,-27.26,31,0.75,1.63,弱突破,,,2021-05-29 20:00,34431.0,0,0.106,,0.106,1.0x,,1.0x,0.106,,0.106,弱突破平仓,2021
1767,2021-05-28 16:00,做空,6K极值,36465.11,1781.83,4.819,-24.65,24,4.63,1.77,确认,,,2021-05-29 08:00,36465.11,4,0.0,,0.0,1.0x,,1.0x,0.0,,0.0,KAMA跟踪止损,2021
1768,2021-05-28 12:00,做空,6K极值,37718.61,1782.56,4.663,-22.1,15,3.65,1.42,弱突破,,,2021-05-28 12:00,36976.24,0,0.416,,0.416,1.0x,,1.0x,0.416,,0.416,弱突破平仓,2021
1769,2021-05-27 16:00,做多,基准值,39422.0,1935.51,5.058,-22.64,4,-0.55,1.03,弱突破,,,2021-05-27 16:00,39722.39,0,0.155,,0.155,1.0x,,1.0x,0.155,,0.155,弱突破平仓,2021
1770,2021-05-27 08:00,做空,6K极值,37935.6,1970.16,5.022,-21.2,6,1.56,0.87,弱突破,,,2021-05-27 08:00,37618.21,0,0.161,,0.161,1.0x,,1.0x,0.161,,0.161,弱突破平仓,2021
