序号,信号时间,方向,6K极值,入场基准,成交价,基准类型,回调偏移%,ATR,ATR%,是否成交,是否确认,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,MFE%,MAE%,是否歧义,可能错过MFE%,可能错过R值,可能错过出场,可能错过持仓K数,是否错过大行情,年份
122,2026-03-18 16:00,做空,73330.3,73330.3,73330.3,回调基准,0.0,1086.24,1.481,成交,弱突破,,,2026-03-18 16:00,72906.4,0,0.39,弱突破平仓,否,,0.0,0.0,否,6.25,2.546,止损,10,,2026
123,2026-03-16 04:00,做多,71971.8,71971.8,71971.8,回退6K极值,,944.14,1.312,成交,确认,71027.66,87805.6,2026-03-17 16:00,73645.19,9,1.884,KAMA跟踪止损,是,73539.5,5.6,0.37,否,,,,,,2026
124,2026-03-15 16:00,做多,71750.0,71750.0,71750.0,回退6K极值,,1003.32,1.398,成交,弱突破,,,2026-03-15 16:00,71800.0,0,0.05,弱突破平仓,否,,0.0,0.0,否,5.92,1.889,止损,12,,2026
125,2026-03-15 08:00,做多,71272.3,71272.3,71272.3,回调基准,0.0,1044.24,1.465,成交,弱突破,,,2026-03-15 08:00,71314.8,0,0.041,弱突破平仓,否,,0.0,0.0,否,6.63,2.272,止损,14,,2026
126,2026-03-13 08:00,做多,70756.5,70756.5,70756.5,回调基准,0.0,1183.98,1.673,成交,确认,69572.52,86322.93,2026-03-14 04:00,70756.5,5,0.0,KAMA跟踪止损,否,,4.4,-0.35,否,,,,,,2026
127,2026-03-11 16:00,做空,69184.8,69184.8,69184.8,回调基准,0.0,1271.18,1.837,成交,弱突破,,,2026-03-11 16:00,69144.0,0,0.032,弱突破平仓,否,,0.0,0.0,否,0.36,-1.0,止损,1,,2026
128,2026-03-10 20:00,做多,71272.4,71272.4,71272.4,回退6K极值,,1239.35,1.739,成交,弱突破,,,2026-03-10 20:00,71296.9,0,0.02,弱突破平仓,否,,0.0,0.0,否,0.55,-1.0,止损,1,,2026
129,2026-03-10 16:00,做多,70555.0,70555.0,70555.0,回退6K极值,,1255.09,1.779,成交,弱突破,,,2026-03-10 16:00,70570.1,0,0.012,弱突破平仓,否,,0.0,0.0,否,1.69,-1.0,止损,1,,2026
130,2026-03-09 20:00,做多,68441.5,67623.0,,回调基准,1.196,1206.74,1.785,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2026
131,2026-03-09 04:00,做空,66508.0,66508.0,66508.0,回调基准,0.0,1135.97,1.708,成交,确认,67643.97,58527.04,2026-03-09 08:00,67643.97,1,-1.0,前3K止损,否,,1.11,-1.71,否,,,,,,2026
132,2026-03-06 20:00,做空,70100.0,70100.0,70100.0,回退6K极值,,1448.86,2.067,成交,确认,71548.86,61688.0,2026-03-08 12:00,67383.78,10,2.169,KAMA跟踪止损,是,67809.4,5.12,1.91,否,,,,,,2026
133,2026-03-04 12:00,做多,68972.9,68561.9,68561.9,回调基准,0.596,1448.26,2.112,成交,确认,67113.64,83645.52,2026-03-06 08:00,70484.54,11,0.915,KAMA跟踪止损,是,71082.4,8.0,0.79,否,,,,,,2026
134,2026-03-02 20:00,做多,67333.0,67333.0,67333.0,回调基准,0.0,1326.52,1.97,成交,确认,66006.48,82146.26,2026-03-03 16:00,67333.0,5,0.0,KAMA跟踪止损,否,,4.11,-1.58,否,,,,,,2026
135,2026-03-01 04:00,做多,66642.8,65994.7,,回调基准,0.972,1265.17,1.917,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2026
136,2026-02-28 12:00,做空,64875.6,64875.6,64875.6,回退6K极值,,1138.83,1.755,成交,确认,66014.43,57090.53,2026-03-01 00:00,66014.43,3,-1.0,前3K止损,否,,2.41,-2.72,否,,,,,,2026
137,2026-02-28 00:00,做空,65626.1,66462.0,,回调基准,-1.274,1198.65,1.804,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2026
138,2026-02-27 16:00,做空,66462.0,66462.0,66462.0,回调基准,0.0,1173.66,1.766,成交,弱突破,,,2026-02-27 16:00,66094.1,0,0.313,弱突破平仓,否,,0.0,0.0,否,5.24,1.04,止损,7,,2026
139,2026-02-25 20:00,做多,66283.1,66283.1,66283.1,回调基准,0.0,1079.67,1.629,成交,确认,65203.43,80865.38,2026-02-26 20:00,66980.87,6,-1.229,KAMA跟踪止损,是,69005.2,5.61,0.68,否,,,,,,2026
140,2026-02-25 08:00,做多,64980.0,64980.0,64980.0,回调基准,0.0,1038.91,1.599,成交,弱突破,,,2026-02-25 08:00,65361.7,0,0.367,弱突破平仓,否,,0.0,0.0,否,7.72,1.926,止损,9,,2026
141,2026-02-24 08:00,做空,63860.0,64232.8,64232.8,回调基准,0.584,1021.29,1.59,成交,确认,65254.09,56524.86,2026-02-25 00:00,64232.8,4,0.0,KAMA跟踪止损,否,,2.85,-0.76,否,,,,,,2026
142,2026-02-23 08:00,做空,67150.0,67763.7,,回调基准,-0.914,829.4,1.224,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2026
143,2026-02-22 20:00,做空,67763.7,67763.7,67763.7,回调基准,0.0,863.73,1.275,成交,弱突破,,,2026-02-22 20:00,67659.9,0,0.12,弱突破平仓,否,,0.0,0.0,否,7.91,3.248,止损,15,,2026
144,2026-02-21 20:00,做多,68280.0,68220.0,68220.0,回调基准,0.088,987.1,1.447,成交,弱突破,,,2026-02-21 20:00,68571.5,0,0.356,弱突破平仓,否,,0.0,0.0,否,0.6,-0.212,止损,4,,2026
145,2026-02-20 12:00,做多,67490.0,67299.4,67299.4,回调基准,0.282,1066.86,1.585,成交,弱突破,,,2026-02-20 12:00,67794.7,0,0.464,弱突破平仓,否,,0.0,0.0,否,1.46,0.297,止损,4,,2026
146,2026-02-20 08:00,做多,67299.4,67299.4,67299.4,回调基准,0.0,1092.61,1.624,成交,弱突破,,,2026-02-20 08:00,67327.2,0,0.025,弱突破平仓,否,,0.0,0.0,否,1.46,0.227,止损,4,,2026
147,2026-02-19 00:00,做空,66666.2,66824.5,66824.5,回调基准,0.237,1181.61,1.768,成交,确认,68006.11,58805.56,2026-02-19 16:00,66824.5,4,0.0,KAMA跟踪止损,否,,1.24,-0.71,否,,,,,,2026
148,2026-02-16 20:00,做空,68029.6,68029.6,68029.6,回调基准,0.0,1179.55,1.734,成交,弱突破,,,2026-02-16 20:00,67505.5,0,0.444,弱突破平仓,否,,0.0,0.0,否,0.82,-1.0,止损,3,,2026
149,2026-02-16 00:00,做空,68741.4,69212.2,,回调基准,-0.685,1273.81,1.84,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2026
150,2026-02-15 20:00,做空,69163.7,69163.7,69163.7,回调基准,0.0,1254.03,1.813,成交,弱突破,,,2026-02-15 20:00,69068.1,0,0.076,弱突破平仓,否,,0.0,0.0,否,2.77,0.0,止损,6,,2026
151,2026-02-15 12:00,做多,70557.7,70557.7,70557.7,回调基准,0.0,1292.2,1.831,成交,弱突破,,,2026-02-15 12:00,70784.0,0,0.175,弱突破平仓,否,,0.0,0.0,否,0.54,-1.0,止损,2,,2026
152,2026-02-14 16:00,做多,69473.7,69473.7,69473.7,回调基准,0.0,1398.11,2.012,成交,确认,68075.59,84757.91,2026-02-15 08:00,69473.7,4,0.0,KAMA跟踪止损,否,,1.48,-0.45,否,,,,,,2026
153,2026-02-13 20:00,做多,68385.0,68385.0,68385.0,回调基准,0.0,1534.76,2.244,成交,弱突破,,,2026-02-13 20:00,68652.0,0,0.174,弱突破平仓,否,,0.0,0.0,否,3.73,0.8,止损,12,,2026
154,2026-02-13 00:00,做空,65834.5,65834.5,65834.5,回调基准,0.0,1635.49,2.484,成交,弱突破,,,2026-02-13 00:00,65760.7,0,0.045,弱突破平仓,否,,0.0,0.0,否,1.0,-0.213,止损,4,,2026
155,2026-02-11 12:00,做空,67883.0,67883.0,67883.0,回调基准,0.0,1695.19,2.497,成交,确认,69578.19,59737.04,2026-02-12 04:00,67651.73,4,0.136,KAMA跟踪止损,否,,3.19,-1.38,否,,,,,,2026
156,2026-02-09 16:00,做空,69467.9,69467.9,69467.9,回调基准,0.0,1920.1,2.764,成交,弱突破,,,2026-02-09 16:00,68899.9,0,0.296,弱突破平仓,否,,0.0,0.0,否,1.72,-0.335,止损,4,,2026
157,2026-02-08 16:00,做多,70000.0,70000.0,70000.0,回调基准,0.0,2088.04,2.983,成交,弱突破,,,2026-02-08 16:00,70954.0,0,0.457,弱突破平仓,否,,0.0,0.0,否,3.29,0.0,止损,6,,2026
158,2026-02-07 00:00,做多,69157.9,68667.4,68667.4,回调基准,0.709,2344.64,3.414,成交,确认,66322.76,83774.23,2026-02-07 16:00,68667.4,4,0.0,KAMA跟踪止损,否,,4.44,-2.06,否,,,,,,2026
159,2026-02-06 00:00,做空,66666.0,66666.0,66666.0,回退6K极值,,1918.14,2.877,成交,确认,68584.14,58666.08,2026-02-06 16:00,65340.71,4,-0.598,KAMA跟踪止损,是,62868.1,10.3,-0.18,否,,,,,,2026
160,2026-02-04 00:00,做空,77000.5,77566.5,77566.5,回调基准,0.735,1582.76,2.041,成交,确认,79149.26,68258.52,2026-02-05 20:00,68258.52,11,9.576,止盈,是,74107.0,14.05,0.79,否,,,,,,2026
161,2026-02-01 00:00,做空,80754.3,81832.0,81832.0,回调基准,1.335,1339.64,1.637,成交,确认,83171.64,72012.16,2026-02-02 20:00,77985.09,11,3.41,KAMA跟踪止损,是,78706.8,8.89,2.98,否,,,,,,2026
162,2026-01-31 20:00,做空,81832.0,81832.0,81832.0,回调基准,0.0,1285.88,1.571,成交,弱突破,,,2026-01-31 20:00,81268.6,0,0.438,弱突破平仓,否,,0.0,0.0,否,8.89,2.992,止损,12,,2026
163,2026-01-29 20:00,做空,87650.1,87650.1,87650.1,回调基准,0.0,1018.59,1.162,成交,确认,88668.69,77132.09,2026-01-31 00:00,83974.14,7,3.614,KAMA跟踪止损,是,83979.4,7.59,2.34,否,,,,,,2026
164,2026-01-28 16:00,做多,89499.0,89499.0,89499.0,回调基准,0.0,946.02,1.057,成交,确认,88552.98,109188.78,2026-01-29 08:00,89499.0,4,0.0,KAMA跟踪止损,否,,1.22,-2.07,否,,,,,,2026
165,2026-01-28 04:00,做多,88983.3,88983.3,88983.3,回调基准,0.0,979.42,1.101,成交,弱突破,,,2026-01-28 04:00,89197.8,0,0.219,弱突破平仓,否,,0.0,0.0,否,1.64,0.0,止损,4,,2026
166,2026-01-26 00:00,做空,88084.0,88084.0,88084.0,回退6K极值,,829.46,0.942,成交,确认,88913.46,77513.92,2026-01-26 16:00,87482.23,4,-0.303,KAMA跟踪止损,是,86628.9,2.34,-0.32,否,,,,,,2026
167,2026-01-25 16:00,做空,88600.0,88600.0,88600.0,回退6K极值,,849.73,0.959,成交,弱突破,,,2026-01-25 16:00,88531.0,0,0.081,弱突破平仓,否,,0.0,0.0,否,2.91,1.296,止损,4,,2026
168,2026-01-25 12:00,做空,88800.0,88800.0,88800.0,回退6K极值,,870.36,0.98,成交,弱突破,,,2026-01-25 12:00,88630.3,0,0.195,弱突破平仓,否,,0.0,0.0,否,3.13,1.495,止损,5,,2026
169,2026-01-25 08:00,做空,89116.9,89383.5,,回调基准,-0.299,890.82,0.997,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2026
170,2026-01-19 04:00,做空,94819.5,94819.5,94819.5,回调基准,0.0,770.59,0.813,成交,确认,95590.09,83441.16,2026-01-21 20:00,89741.66,16,10.372,KAMA跟踪止损,是,92656.6,7.42,1.27,否,,,,,,2026
171,2026-01-16 20:00,做空,95080.0,95080.0,95080.0,回调基准,0.0,1072.79,1.128,成交,确认,96152.79,83670.4,2026-01-17 12:00,95080.0,4,0.0,KAMA跟踪止损,否,,0.66,-0.49,否,,,,,,2026
172,2026-01-13 20:00,做多,92676.6,92299.0,92299.0,回调基准,0.407,897.07,0.972,成交,确认,91401.93,112604.78,2026-01-15 20:00,95879.35,12,5.886,KAMA跟踪止损,是,94179.5,6.1,0.77,否,,,,,,2026
173,2026-01-12 08:00,做多,91252.5,91252.5,91252.5,回退6K极值,,768.37,0.842,成交,确认,90484.13,111328.05,2026-01-12 16:00,90484.13,2,-1.0,前3K止损,否,,1.09,-1.02,否,,,,,,2026
174,2026-01-11 20:00,做多,90818.0,90758.7,90758.7,回调基准,0.065,786.51,0.867,成交,弱突破,,,2026-01-11 20:00,90834.1,0,0.096,弱突破平仓,否,,0.0,0.0,否,1.91,0.723,止损,5,,2026
175,2026-01-08 12:00,做空,90555.1,90555.1,90555.1,回退6K极值,,1016.58,1.123,成交,弱突破,,,2026-01-08 12:00,90509.9,0,0.044,弱突破平仓,否,,0.0,0.0,否,1.45,-0.33,止损,4,,2026
176,2026-01-05 08:00,做多,91779.7,91779.7,91779.7,回调基准,0.0,743.98,0.811,成交,确认,91035.72,111971.23,2026-01-07 00:00,93197.91,10,2.047,KAMA跟踪止损,是,93093.3,3.25,-0.62,否,,,,,,2026
177,2026-01-04 08:00,做多,90716.9,90456.0,,回调基准,0.288,797.44,0.882,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2026
178,2026-01-04 04:00,做多,90456.0,90456.0,90456.0,回调基准,0.0,800.25,0.885,成交,弱突破,,,2026-01-04 04:00,90595.8,0,0.175,弱突破平仓,否,,0.0,0.0,否,4.76,3.426,止损,17,,2026
179,2026-01-02 16:00,做多,89088.0,89088.0,89088.0,回退6K极值,,742.22,0.833,成交,弱突破,,,2026-01-02 16:00,89458.3,0,0.499,弱突破平仓,否,,0.0,0.0,否,2.08,0.863,止损,5,,2026
180,2026-01-02 08:00,做多,88881.4,88065.0,,回调基准,0.919,753.33,0.855,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2026
181,2026-01-02 04:00,做多,88475.8,88065.0,,回调基准,0.464,756.76,0.859,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2026
182,2026-01-02 00:00,做多,88079.3,88065.0,88065.0,回调基准,0.016,762.76,0.866,成交,弱突破,,,2026-01-02 00:00,88354.8,0,0.38,弱突破平仓,否,,0.0,0.0,否,2.34,0.881,止损,5,,2026
183,2026-01-01 00:00,做空,87729.2,87833.2,87833.2,回调基准,0.119,871.23,0.992,成交,弱突破,,,2026-01-01 00:00,87515.0,0,0.365,弱突破平仓,否,,0.0,0.0,否,0.73,0.0,止损,4,,2025
184,2025-12-30 20:00,做多,88190.6,88150.0,88150.0,回调基准,0.046,846.62,0.96,成交,确认,87303.38,107543.0,2025-12-31 12:00,88477.07,4,0.386,KAMA跟踪止损,否,,1.37,-0.36,否,,,,,,2025
185,2025-12-29 08:00,做多,88078.3,88078.3,88078.3,回调基准,0.0,730.13,0.829,成交,确认,87348.17,107455.53,2025-12-29 20:00,87348.17,3,-4.061,前3K止损,是,89583.0,2.61,-1.5,否,,,,,,2025
186,2025-12-28 04:00,做多,87750.0,87750.0,87750.0,回调基准,0.0,877.17,1.0,成交,弱突破,,,2025-12-28 04:00,87829.4,0,0.091,弱突破平仓,否,,0.0,0.0,否,0.37,0.098,止损,4,,2025
187,2025-12-26 08:00,做多,88594.0,87933.5,87933.5,回调基准,0.746,968.14,1.101,成交,确认,86965.36,107278.87,2025-12-26 20:00,86965.36,3,-1.0,前3K止损,否,,1.85,-1.49,否,,,,,,2025
188,2025-12-26 04:00,做空,87219.0,87219.0,87219.0,回调基准,0.0,953.99,1.094,成交,弱突破,,,2025-12-26 04:00,87182.8,0,0.038,弱突破平仓,否,,0.0,0.0,否,0.45,-1.0,止损,1,,2025
189,2025-12-25 20:00,做多,88033.3,88033.3,88033.3,回调基准,0.0,964.23,1.095,成交,弱突破,,,2025-12-25 20:00,88338.9,0,0.317,弱突破平仓,否,,0.0,0.0,否,0.48,-1.0,止损,2,,2025
190,2025-12-23 12:00,做空,87738.3,88665.3,,回调基准,-1.057,1146.82,1.293,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2025
191,2025-12-22 16:00,做多,89600.0,89050.0,,回调基准,0.614,1085.2,1.219,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2025
192,2025-12-21 16:00,做多,88434.9,88434.9,88434.9,回调基准,0.0,1118.97,1.265,成交,弱突破,,,2025-12-21 16:00,88570.6,0,0.121,弱突破平仓,否,,0.0,0.0,否,1.32,0.0,止损,4,,2025
193,2025-12-19 00:00,做空,85261.3,85261.3,85261.3,回调基准,0.0,1312.99,1.54,成交,确认,86574.29,75029.94,2025-12-19 08:00,86574.29,2,-1.0,前3K止损,否,,1.0,-2.68,否,,,,,,2025
194,2025-12-18 00:00,做空,86158.4,87015.8,87015.8,回调基准,0.995,1307.83,1.503,成交,确认,88323.63,76573.9,2025-12-18 16:00,87015.8,4,0.0,KAMA跟踪止损,否,,1.59,-0.46,否,,,,,,2025
195,2025-12-16 00:00,做空,86563.6,87504.3,,回调基准,-1.087,1179.0,1.347,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2025
196,2025-12-15 20:00,做空,87504.3,87504.3,87504.3,回调基准,0.0,1068.35,1.221,成交,弱突破,,,2025-12-15 20:00,86996.6,0,0.475,弱突破平仓,否,,0.0,0.0,否,2.78,0.0,止损,6,,2025
197,2025-12-15 04:00,做空,88412.8,89711.9,,回调基准,-1.469,1073.28,1.196,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2025
198,2025-12-14 16:00,做空,89711.9,89711.9,89711.9,回调基准,0.0,1055.99,1.177,成交,弱突破,,,2025-12-14 16:00,89308.2,0,0.382,弱突破平仓,否,,0.0,0.0,否,2.46,0.634,止损,4,,2025
199,2025-12-11 08:00,做空,91520.0,91520.0,91520.0,回调基准,0.0,1374.84,1.502,成交,确认,92894.84,80537.6,2025-12-12 00:00,90866.99,4,0.475,KAMA跟踪止损,否,,2.53,0.02,否,,,,,,2025
200,2025-12-10 00:00,做多,92867.0,91338.2,,回调基准,1.646,1348.06,1.476,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2025
201,2025-12-09 20:00,做多,92106.4,92106.4,92106.4,回调基准,0.0,1265.64,1.374,成交,弱突破,,,2025-12-09 20:00,92676.9,0,0.451,弱突破平仓,否,,0.0,0.0,否,2.66,0.0,止损,5,,2025
202,2025-12-08 00:00,做多,89940.3,89940.3,89940.3,回调基准,0.0,1158.73,1.288,成交,确认,88781.57,109727.17,2025-12-08 20:00,90160.34,5,-1.332,KAMA跟踪止损,是,91923.5,2.58,-1.17,否,,,,,,2025
203,2025-12-06 00:00,做空,89863.0,90822.5,,回调基准,-1.068,1382.21,1.522,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2025
204,2025-12-05 20:00,做空,90822.5,90822.5,90822.5,回调基准,0.0,1371.68,1.51,成交,弱突破,,,2025-12-05 20:00,90414.0,0,0.298,弱突破平仓,否,,0.0,0.0,否,3.13,0.604,止损,6,,2025
205,2025-12-02 20:00,做多,87640.0,87640.0,87640.0,回退6K极值,,1282.08,1.463,成交,确认,86357.92,106920.8,2025-12-04 20:00,92670.12,12,4.563,KAMA跟踪止损,是,91849.9,7.47,2.87,否,,,,,,2025
206,2025-12-01 20:00,做空,85563.7,85563.7,85563.7,回退6K极值,,1206.0,1.409,成交,确认,86769.7,75296.06,2025-12-02 04:00,86769.7,2,-1.0,前3K止损,否,,1.81,-1.46,否,,,,,,2025
207,2025-12-01 08:00,做空,90300.0,90414.0,,回调基准,-0.126,1082.18,1.197,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2025
208,2025-12-01 04:00,做空,90363.0,90363.0,90363.0,回调基准,0.0,1071.12,1.185,成交,弱突破,,,2025-12-01 04:00,90320.6,0,0.04,弱突破平仓,否,,0.0,0.0,否,7.28,3.399,止损,6,,2025
209,2025-11-27 00:00,做多,88200.0,88200.0,88200.0,回调基准,0.0,1537.4,1.743,成交,确认,86662.6,107604.0,2025-11-29 00:00,90733.68,12,1.443,KAMA跟踪止损,是,91049.3,5.53,1.43,否,,,,,,2025
210,2025-11-25 00:00,做多,88100.0,88100.0,88100.0,回调基准,0.0,1704.82,1.935,成交,弱突破,,,2025-11-25 00:00,88277.0,0,0.104,弱突破平仓,否,,0.0,0.0,否,1.22,-0.433,止损,4,,2025
211,2025-11-24 00:00,做多,87222.0,87222.0,87222.0,回退6K极值,,1781.02,2.042,成交,弱突破,,,2025-11-24 00:00,87276.7,0,0.031,弱突破平仓,否,,0.0,0.0,否,1.01,-0.122,止损,4,,2025
212,2025-11-23 20:00,做多,86826.8,86826.8,86826.8,回退6K极值,,1822.12,2.099,成交,弱突破,,,2025-11-23 20:00,87042.8,0,0.119,弱突破平仓,否,,0.0,0.0,否,1.47,0.0,止损,4,,2025
213,2025-11-21 00:00,做空,88564.4,88564.4,88564.4,回调基准,0.0,1690.58,1.909,成交,确认,90254.98,77936.67,2025-11-23 08:00,85728.7,14,1.709,KAMA跟踪止损,是,85782.5,8.99,0.4,否,,,,,,2025
214,2025-11-14 00:00,做空,100711.0,100711.0,100711.0,回调基准,0.0,1530.54,1.52,成交,确认,102241.54,88625.68,2025-11-20 00:00,88625.68,36,13.433,止盈,是,97099.9,12.03,0.22,否,,,,,,2025
215,2025-11-13 00:00,做空,101900.0,102400.0,,回调基准,-0.491,1463.83,1.43,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2025
216,2025-11-12 20:00,做空,102400.0,102400.0,102400.0,回调基准,0.0,1362.09,1.33,成交,弱突破,,,2025-11-12 20:00,102124.9,0,0.202,弱突破平仓,否,,0.0,0.0,否,1.65,0.0,止损,4,,2025
217,2025-11-11 20:00,做空,104615.7,104615.7,104615.7,回调基准,0.0,1401.35,1.34,成交,确认,106017.05,92061.82,2025-11-12 16:00,104592.08,5,0.017,KAMA跟踪止损,否,,2.12,-0.52,否,,,,,,2025
218,2025-11-09 20:00,做多,102443.9,102443.9,102443.9,回调基准,0.0,1336.66,1.305,成交,确认,101107.24,124981.56,2025-11-10 20:00,104765.58,6,1.738,KAMA跟踪止损,是,104764.1,4.12,0.83,否,,,,,,2025
219,2025-11-08 00:00,做多,102480.4,102367.9,102367.9,回调基准,0.11,1624.32,1.587,成交,确认,100743.58,124888.84,2025-11-08 16:00,102420.88,4,0.033,KAMA跟踪止损,否,,1.66,-0.7,否,,,,,,2025
220,2025-11-07 00:00,做空,101570.5,101570.5,101570.5,回退6K极值,,1599.34,1.575,成交,弱突破,,,2025-11-07 00:00,101335.9,0,0.147,弱突破平仓,否,,0.0,0.0,否,1.79,-0.255,止损,4,,2025
221,2025-11-03 08:00,做空,109368.9,109836.7,109836.7,回调基准,0.428,1197.98,1.091,成交,确认,111034.68,96656.3,2025-11-06 00:00,104052.94,16,7.639,KAMA跟踪止损,是,107420.5,9.97,1.42,否,,,,,,2025
222,2025-11-02 16:00,做多,110988.0,110988.0,110988.0,回退6K极值,,1240.02,1.117,成交,弱突破,,,2025-11-02 16:00,111145.4,0,0.127,弱突破平仓,否,,0.0,0.0,否,0.21,-1.0,止损,2,,2025
223,2025-11-02 12:00,做多,110557.0,110557.0,110557.0,回调基准,0.0,1251.92,1.132,成交,弱突破,,,2025-11-02 12:00,110844.1,0,0.229,弱突破平仓,否,,0.0,0.0,否,0.6,-0.345,止损,4,,2025
224,2025-10-30 20:00,做空,107817.3,109026.4,109026.4,回调基准,1.121,1507.41,1.383,成交,确认,110533.81,95943.23,2025-10-31 12:00,109026.4,4,-1.679,KAMA跟踪止损,是,106495.1,2.59,-1.08,否,,,,,,2025
225,2025-10-30 00:00,做空,111326.5,112036.1,,回调基准,-0.637,1260.6,1.125,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2025
226,2025-10-29 20:00,做空,112036.1,112036.1,112036.1,回调基准,0.0,1207.66,1.078,成交,弱突破,,,2025-10-29 20:00,111460.6,0,0.477,弱突破平仓,否,,0.0,0.0,否,5.21,1.527,止损,11,,2025
227,2025-10-29 04:00,做空,113422.0,113422.0,113422.0,回调基准,0.0,1233.7,1.088,成交,弱突破,,,2025-10-29 04:00,112833.5,0,0.477,弱突破平仓,否,,0.0,0.0,否,1.85,0.0,止损,4,,2025
228,2025-10-26 16:00,做多,111903.9,111903.9,111903.9,回调基准,0.0,1199.67,1.072,成交,确认,110704.23,136522.76,2025-10-28 04:00,114561.54,9,2.268,KAMA跟踪止损,是,114497.8,4.0,0.8,否,,,,,,2025
229,2025-10-23 12:00,做多,109160.0,109160.0,109160.0,回调基准,0.0,1708.84,1.565,成交,弱突破,,,2025-10-23 12:00,109228.6,0,0.04,弱突破平仓,否,,0.0,0.0,否,1.91,0.44,止损,4,,2025
230,2025-10-21 20:00,做多,111649.0,111649.0,111649.0,回调基准,0.0,1484.73,1.33,成交,确认,110164.27,136211.78,2025-10-22 04:00,110164.27,2,-1.0,前3K止损,否,,2.05,-3.27,否,,,,,,2025
231,2025-10-21 12:00,做空,109005.0,109875.0,,回调基准,-0.798,1486.43,1.353,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2025
232,2025-10-20 12:00,做多,110404.3,110404.3,110404.3,回退6K极值,,1572.32,1.424,成交,弱突破,,,2025-10-20 12:00,111126.2,0,0.459,弱突破平仓,否,,0.0,0.0,否,1.13,0.0,止损,4,,2025
233,2025-10-20 08:00,做多,109399.9,109399.9,109399.9,回退6K极值,,1495.75,1.367,成交,弱突破,,,2025-10-20 08:00,110100.4,0,0.468,弱突破平仓,否,,0.0,0.0,否,2.06,0.382,止损,4,,2025
234,2025-10-20 00:00,做多,108575.6,108575.6,108575.6,回退6K极值,,1538.93,1.417,成交,弱突破,,,2025-10-20 00:00,108850.0,0,0.178,弱突破平仓,否,,0.0,0.0,否,2.83,0.906,止损,6,,2025
235,2025-10-19 20:00,做多,108214.8,108214.8,108214.8,回退6K极值,,1553.43,1.436,成交,弱突破,,,2025-10-19 20:00,108429.5,0,0.138,弱突破平仓,否,,0.0,0.0,否,3.17,1.13,止损,7,,2025
236,2025-10-14 12:00,做空,113210.6,113600.5,113600.5,回调基准,0.344,1895.49,1.669,成交,确认,115495.99,99968.44,2025-10-19 16:00,108144.0,31,4.227,KAMA跟踪止损,是,110699.0,8.92,0.02,否,,,,,,2025
237,2025-10-14 08:00,做空,113600.5,113600.5,113600.5,回调基准,0.0,1882.11,1.657,成交,弱突破,,,2025-10-14 08:00,113441.0,0,0.085,弱突破平仓,否,,0.0,0.0,否,8.92,2.899,止损,32,,2025
238,2025-10-13 04:00,做多,114654.5,114654.5,114654.5,回退6K极值,,2072.58,1.808,成交,弱突破,,,2025-10-13 04:00,114894.4,0,0.116,弱突破平仓,否,,0.0,0.0,否,1.1,-0.253,止损,4,,2025
239,2025-10-13 00:00,做多,113687.6,112142.0,,回调基准,1.36,2100.85,1.873,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2025
240,2025-10-12 20:00,做多,112466.2,112466.2,112466.2,回调基准,0.0,2075.81,1.846,成交,弱突破,,,2025-10-12 20:00,113119.0,0,0.314,弱突破平仓,否,,0.0,0.0,否,3.06,0.798,止损,9,,2025
241,2025-10-11 04:00,做空,115845.0,120787.9,,回调基准,-4.267,1589.92,1.316,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2025
